name,x,y,time_in,time_out
qfcfwadz,0.609,0.225,509,972
rkyagcex,0.257,0.152,54,1820
qwerhsly,0.589,0.117,486,1374
cvqcgtvc,0.27,0.174,112,486
lhhlhzly,0.432,0.961,756,1080
apkuhqnw,0.298,0.944,729,1484
vchlrkuq,0.877,0.544,803,1852
bruwsjzd,0.224,0.847,817,1614
twvzwhar,0.632,0.81,768,1376
mkqsmlim,0.588,0.558,373,1249
hfzgfwpr,0.724,0.179,226,232
atbkckea,0.547,0.895,70,285
amndxmqz,0.808,0.199,158,541
xzxbadaw,0.58,0.397,351,1972
cqzzkdyw,0.182,0.408,34,1499
eabmgwpg,0.633,0.529,672,1962
hxoapdqm,0.526,0.379,403,484
dnnpljaa,0.985,0.796,783,837
emjdazqe,0.599,0.09,762,1693
fsdwcvjf,0.849,0.212,324,771
auhdpusl,0.243,0.255,179,536
wxryqson,0.073,0.896,323,1798
ijshmczb,0.624,0.284,998,1972
nlpjhvlv,0.222,0.362,152,949
raykisfc,0.204,0.589,641,1973
csyazikn,0.172,0.829,739,1068
oghkfssj,0.865,0.992,550,1826
kkvjosjf,0.73,0.781,162,331
asznquhx,0.864,0.755,67,627
lbghkvpp,0.317,0.921,274,1713
rnibfbaq,0.106,0.781,362,776
uflhavqb,0.284,0.969,561,1074
syxufnaq,0.853,0.073,788,1536
xgdclcor,0.451,0.125,911,1146
dqzisqwq,0.036,0.301,691,1521
ilmcafxy,0.572,0.78,655,1671
idydikzc,0.745,0.565,890,1297
xudyqdrj,0.143,0.1,883,1936
pdndlzdr,0.825,0.737,976,1494
kkhwingc,0.72,0.673,608,1621
npjvikud,0.366,0.512,875,1470
dgkkgvrp,0.24,0.336,649,1896
ifhxmnkz,0.692,0.626,584,1906
ffjufgur,0.676,0.94,2,245
cttaxkbe,0.382,0.963,333,1792
dmcxxrru,0.896,0.395,771,1830
jqhnsxbo,0.057,0.1,735,969
aveaetqy,0.599,0.981,623,1587
wmxodssy,0.425,0.983,959,1958
akglprdx,0.92,0.76,367,1364
aawouwfp,0.865,0.462,583,1221
srxlmceq,0.551,0.425,725,836
ijzubiyz,0.328,0.274,519,593
irfiuqcg,0.195,0.057,601,1757
rcdnmrig,0.857,0.983,362,383
bnazzxqa,0.62,0.377,270,958
zkcztxcg,0.441,0.368,675,1011
ikqzgrtz,0.614,0.384,260,627
uhdmudrv,0.918,0.974,230,1317
abpvmrca,0.327,0.721,656,974
ypufbpfw,0.068,0.78,172,1535
rworykrf,0.066,0.379,498,1935
qtceyezw,0.821,0.848,652,1819
vyegjwcz,0.769,0.582,975,1130
ytvophow,0.791,0.784,528,1610
afhaeroy,0.318,0.121,342,1834
nrwyidrb,0.111,0.061,80,1907
oibkcdwj,0.036,0.475,939,1896
malfztrv,0.269,0.449,815,1205
wmqogxto,0.578,0.562,582,1372
pfkwxnjq,0.874,0.633,786,1726
pujxvxii,0.997,0.553,565,1234
tfdojxtq,0.114,0.971,477,1587
jdcanwas,0.319,0.81,697,721
kueiitgy,0.691,0.87,77,1471
pzadpwdp,0.431,0.192,886,1583
vydwxroh,0.252,0.343,411,572
izdawjjj,0.55,0.933,230,1005
ydalmpgc,0.813,0.592,606,859
xjtegrdm,0.086,0.587,998,1038
glzyojch,0.909,0.991,849,1262
uokosxwu,0.903,0.919,661,1154
bbfbvaci,0.193,0.016,350,971
jwdpticd,0.172,0.211,432,954
sutwlssj,0.002,0.869,76,779
xbdqollg,0.922,0.385,502,1960
pewujupm,0.76,0.313,49,1194
mtlnxpjk,0.507,0.731,308,1481
nddiuslb,0.684,0.938,353,1018
klvfuxyf,0.852,0.277,553,1293
kqfydhfl,0.437,0.742,649,1533
ryezrgwg,0.922,0.215,779,1768
hijwbqnt,0.486,0.19,321,1656
bmnsxklt,0.353,0.732,957,1037
mxwkqvru,0.103,0.858,253,348
lhpwlcqh,0.793,0.91,480,785
mjmynzbu,0.773,0.271,460,1837
oeteccpf,0.419,0.971,516,1620
eurknxfs,0.825,0.229,529,1477
bmvdyhzq,0.165,0.93,839,1278
bvtbdopn,0.198,0.809,77,851
gemxrmzo,0.372,0.468,548,1533
rtwlqkrx,0.208,0.162,270,834
junmzxrc,0.158,0.313,294,1778
nytaakbw,0.068,0.473,943,1596
oxyqprbh,0.155,0.738,821,916
jzfhhdle,0.82,0.225,187,722
axwzkozx,0.047,0.016,642,1653
cgjonfog,0.498,0.655,767,1657
mooedyuh,0.333,0.29,816,1681
arxyfowk,0.142,0.214,216,1756
anxdzeom,0.555,0.21,8,723
dhamonti,0.786,0.724,582,1140
kfoulbnj,0.967,0.75,505,544
amhethbw,0.908,0.119,915,1834
brkvnixw,0.223,0.807,930,1113
cgjuhlhm,0.222,0.816,169,668
nwiyjoud,0.167,0.496,284,752
xlewiuvi,0.558,0.43,645,1631
wbfnnpaj,0.183,0.685,169,436
hgzwaozo,0.885,0.865,163,1196
nextbysk,0.607,0.447,790,1426
xmwmsjgk,0.084,0.97,518,624
zajxfphe,0.46,0.48,298,1209
skpzgwuf,0.871,0.318,762,908
fowyytoz,0.908,0.338,605,1294
sghlzyua,0.72,0.258,849,1128
yqqpfvdi,0.396,0.621,436,1132
fcsyhufh,0.768,0.539,738,1017
jmzsgspe,0.144,0.38,713,1884
owqjmnxw,0.75,0.313,449,606
yupyycpj,0.491,0.497,788,1867
fnfmijbh,0.107,0.015,433,823
xvafwuno,0.393,0.486,630,752
hipygupe,0.666,0.388,48,1865
ezdsgxxc,0.016,0.642,788,1029
secthdoc,0.845,0.959,747,875
hxblcpwt,0.362,0.732,234,686
lkgtobtv,0.395,0.638,987,1519
ezulhtwf,0.902,0.113,248,1223
lhbwzbkl,0.47,0.034,788,1099
nhdvmnkr,0.722,0.986,496,1680
tmenthhi,0.495,0.713,748,1720
qondsfej,0.022,0.114,947,1736
yjpkpsrm,0.809,0.421,998,1986
qjydhntm,0.269,0.834,512,1321
gurtxcqz,0.168,0.222,932,1800
yuapnbbw,0.985,0.242,489,1515
wfiqwrmn,0.425,0.105,738,1608
xhotzxsa,0.511,0.406,535,1137
bpmtbdbh,0.538,0.421,863,1549
dutajvjr,0.79,0.455,47,883
lnvarfaf,0.376,0.215,846,1537
munldfcm,0.287,0.099,821,1790
woynaepv,0.826,0.153,729,1027
srjmkfdl,0.225,0.406,671,1826
fldwrszs,0.177,0.769,327,1871
kljdnnbp,0.528,0.863,510,1879
nbrpchqx,0.023,0.716,922,1632
mdpdkuzx,0.389,0.452,801,1276
lxnktphh,0.652,0.748,382,1270
ocfzctxy,0.648,0.236,764,951
tovxflyp,0.948,0.549,675,1628
bspskwez,0.905,0.171,948,1445
bekhqtgx,0.07,0.887,5,655
eoeaurgk,0.414,0.505,921,1552
kwhzwofc,0.084,0.807,376,1144
lcjkyory,0.713,0.874,659,1390
hfdajspi,0.032,0.018,580,660
csequoop,0.315,0.044,407,1979
pqywhxtk,0.825,0.721,362,1582
tnmcylqs,0.736,0.97,876,1656
cjpmrkuk,0.506,0.899,916,1965
swhgnlrs,0.706,0.702,384,1447
zpnwkbcg,0.913,0.05,87,978
bnwsmodk,0.703,0.5,871,879
wdwasspt,0.007,0.202,180,604
ksoandkz,0.497,0.662,721,838
hifmzkld,0.379,0.851,552,1373
tnbhxswl,0.124,0.749,453,876
ztwvabtd,0.991,0.347,790,1798
gicgclzo,0.88,0.28,413,1202
pitpkgbr,0.162,0.988,942,963
shyxvrjy,0.993,0.205,201,257
sifcmooy,0.744,0.976,192,416
auiiktce,0.424,0.36,679,1918
rapwwqbl,0.336,0.072,979,1460
owxohfof,0.141,0.368,227,1966
pnjxhtyg,0.133,0.263,686,1994
zssdoxhu,0.56,0.111,92,100
rtjrpbbk,0.18,0.101,253,553
ynxtzwyy,0.71,0.566,122,1847
hkcbatit,0.054,0.657,963,1241
yxoztntw,0.302,0.493,432,1511
hzkycnaj,0.894,0.095,481,1983
mcbrbyjg,0.19,0.76,789,1737
drblkfbq,0.63,0.14,204,470
nhlyzjim,0.101,0.169,308,1573
cugdatks,0.436,0.317,120,1513
tfvxffte,0.457,0.415,204,1775
sjzlznpb,0.566,0.873,781,997
ftsabsff,0.997,0.253,764,1078
rytvkflk,0.526,0.259,648,709
rtotmluu,0.022,0.056,206,1313
upuqdwun,0.997,0.951,729,1440
imeqdloe,0.134,0.221,679,1256
gkuadzkw,0.839,0.422,662,1612
ukekdvao,0.371,0.006,497,1776
tsxchlcg,0.636,0.463,168,224
kqnkhlcn,0.273,0.109,444,734
zjlgdiuj,0.816,0.746,732,1655
lfydhqfx,0.299,0.628,248,1315
yfiugsti,0.776,0.542,699,1187
mbeqtlml,0.026,0.957,868,1896
airswuiz,0.225,0.6,699,1388
cznkfwiv,0.637,0.941,281,1830
stsnpyhd,0.506,0.751,928,1938
jharktfj,0.532,0.935,638,1378
yukxmzdi,0.311,0.785,992,1094
hemwxcwt,0.455,0.372,874,1153
mwmksezr,0.771,0.156,770,1893
sfauvslf,0.673,0.705,71,997
gliikyff,0.863,0.542,309,1258
nwhfaixq,0.474,0.013,87,1927
sqtdwtru,0.952,0.408,107,659
ehawxmvo,0.716,0.724,605,927
cumkhuup,0.116,0.763,11,1671
vqqcfruf,0.531,0.273,257,522
alcjqapo,0.422,0.972,675,1978
zvtqeocx,0.767,0.462,149,485
ekldgnqt,0.344,0.267,919,1465
ldhwzqdk,0.467,0.901,176,710
fnblhvgy,0.293,0.681,748,1441
rmjxeiqa,0.722,0.07,785,1376
pxgubjad,0.653,0.302,237,1549
objnitur,0.983,0.584,328,1756
mspjrwvk,0.869,0.318,552,1686
jiigizxm,0.599,0.858,845,1897
qltitrbk,0.743,0.809,887,1050
tzrnbsax,0.429,0.329,461,1487
iogxrqvy,0.979,0.604,173,347
sfbjtyvj,0.182,0.991,509,1567
lxtzncog,0.816,0.169,718,1253
untfrzdt,0.189,0.024,410,735
favawjuf,0.651,0.92,927,1148
jhjjsvld,0.781,0.898,133,1070
fewfpkcv,0.042,0.6,341,1628
zqirlbhw,0.046,0.275,774,1384
rnumkvvc,0.306,0.339,291,1476
yjgahrrb,0.972,0.911,367,1403
wuwvqvjd,0.607,0.041,165,988
nzofskap,0.487,0.508,367,1041
ggfmojkq,0.52,0.829,493,524
hewnkyrr,0.999,0.548,620,869
madkdcmz,0.075,0.105,601,1538
xuxefrqr,0.258,0.666,883,960
napvmdig,0.312,0.411,544,892
mduioyih,0.3,0.327,979,1268
fmjecwhh,0.732,0.721,407,1351
xvwkyvab,0.441,0.474,35,209
whpvchdp,0.203,0.784,891,1253
bbnlruzb,0.628,0.192,154,1419
svinwgqo,0.637,0.761,534,1146
lswidrtt,0.097,0.302,17,967
favbtuxa,0.245,0.324,715,1917
lyfuajka,0.842,0.167,863,1776
mfgsanmo,0.208,0.098,76,279
yhwfwomu,0.393,0.406,428,747
tpvgbdjx,0.65,0.499,121,308
yewbxxyn,0.43,0.228,924,1157
fjpllsmx,0.812,0.308,324,1424
zqzboeoy,0.951,0.262,443,1476
mqdpdssd,0.082,0.686,386,471
umeeimjn,0.254,0.606,652,805
btxtssbf,0.407,0.393,67,1199
lqwoulxk,0.702,0.283,207,1286
qfbluouv,0.632,0.848,54,1254
wujxvwzf,0.4,0.676,527,742
uycvmayb,0.031,0.691,181,1634
cndpeoxj,0.477,0.303,241,951
zwpzfbpe,0.275,0.789,900,1236
udxldylq,0.932,0.993,697,786
bzemctmm,0.478,0.249,686,1405
knfkjkcy,0.828,0.997,189,920
mcpvfbcc,0.528,0.703,787,1923
iakowqtw,0.067,0.778,564,1202
gqekewoi,0.782,0.936,57,595
ymfynqra,0.365,0.231,18,588
cbshylrw,0.018,0.326,48,814
trtzelqy,0.865,0.99,113,351
azyhilbi,0.015,0.815,136,227
tiynjxvm,0.346,0.113,159,1678
ygsvvvua,0.964,0.079,145,309
kzwtvvkq,0.413,0.517,633,1914
qovfdomz,0.547,0.691,281,1416
dmicebdh,0.762,0.52,24,1869
gaeckqfa,0.113,0.332,92,143
yvkqgtke,0.827,0.602,629,1246
rqgdvbxt,0.42,0.302,410,908
qtgspuwk,0.261,0.241,340,1371
dbgkjbfd,0.83,0.366,343,1334
nivzxgjp,0.307,0.415,135,1566
qzegkokp,0.629,0.961,440,1847
qdtoewud,0.02,0.003,738,1928
fgovqvix,0.904,0.904,138,1977
jovxefcg,0.03,0.627,132,963
rmqabhmo,0.296,0.047,454,1180
uecpdrmx,0.081,0.511,817,1483
hnkxsiqr,0.554,0.181,607,1037
tngxnesj,0.256,0.923,507,1574
mmqvggpt,0.07,0.538,875,1377
biralasv,0.397,0.583,278,524
ljootzdq,0.651,0.583,659,729
efbqxvrp,0.604,0.627,890,1437
ffdperxu,0.284,0.52,896,1041
ivltionn,0.322,0.664,909,1582
dcssuwug,0.303,0.559,817,878
xgfgeaqu,0.442,0.73,141,419
ahntqahv,0.32,0.85,23,1103
xatmnmfd,0.84,0.857,146,1560
xzewfxvd,0.973,0.667,612,715
opzoebzd,0.639,0.601,616,1715
rlcmtutu,0.435,0.365,645,1078
venuludh,0.649,0.847,501,1868
bznmertc,0.918,0.252,258,1982
abuoqgfp,0.815,0.714,928,1846
lbmqbknl,0.887,0.996,415,1811
rehyonwm,0.897,0.788,537,1477
hucsjqjk,0.921,0.068,351,672
qcwbaeoc,0.343,0.216,383,1861
jxcnkxpi,0.708,0.438,552,1908
cdhenswo,0.506,0.635,598,1332
kgmdghsq,0.286,0.475,717,1262
kckupewf,0.696,0.044,263,1058
nbhkpwnl,0.22,0.97,480,1963
svfveuwd,0.383,0.265,489,909
axthbnpr,0.726,0.03,816,1921
lbtmgges,0.996,0.723,474,1110
ujirhvoj,0.665,0.633,887,1596
eukqtbyk,0.719,0.298,20,195
ywwsdriu,0.215,0.635,699,707
xdtqjxle,0.727,0.296,667,1733
ypprroqz,0.485,0.324,282,1126
zhfusgqn,0.906,0.755,416,571
hbvmmgjz,0.273,0.799,525,1408
dvcycudl,0.386,0.36,549,809
ttljqtnq,0.11,0.885,951,980
hjhtrlce,0.374,0.024,516,1228
tdadoycw,0.3,0.044,498,1610
dfvyxlnh,0.118,0.84,660,1083
ljzuidws,0.428,0.935,455,1865
yyrmpzcc,0.488,0.595,809,854
lzbgrkwn,0.539,0.442,36,819
gpqnjdjb,0.356,0.556,73,1476
iaxtefhz,0.523,0.684,835,844
fzmvuqgp,0.03,0.725,501,512
fodxqarh,0.297,0.373,23,1222
cqmoslrv,0.557,0.275,699,1818
etcjyetw,0.807,0.039,396,829
ommwtpyl,0.35,0.973,111,1523
skheikku,0.202,0.593,758,1203
btwtvohh,0.576,0.278,270,1295
wwoltetb,0.78,0.017,927,1927
yahspasw,0.298,0.293,272,1251
vozdpwyo,0.629,0.643,569,1836
gvvojyxm,0.362,0.114,177,1674
rslecqba,0.686,0.54,674,1926
qdurouap,0.696,0.862,482,619
bnqweczz,0.704,0.264,565,718
uwzjymkq,0.86,0.349,354,835
obanscjq,0.566,0.375,902,1543
vldxsdeg,0.365,0.724,280,730
gpfluxrl,0.442,0.599,674,1535
kqiwpeyd,0.802,0.904,728,887
qspqbknh,0.917,0.147,502,521
anzwcrix,0.003,0.355,717,1127
vhjnvdkx,0.966,0.646,484,925
yleosydk,0.151,0.614,857,952
fdakilvm,0.777,0.153,90,892
xlhatiov,0.754,0.097,880,1215
xrkmjyco,0.509,0.7,667,1477
wwxdfkmv,0.186,0.921,614,1153
mofhbikt,0.855,0.67,708,1583
ewvbgdxz,0.381,0.709,673,1476
zwquichf,0.386,0.425,149,1598
dpcpdlhj,0.548,0.865,984,1906
eodmatzm,0.599,0.175,898,1331
svhxfjyt,0.592,0.81,41,378
irpnoruw,0.017,0.187,178,1458
rtkhtshl,0.905,0.771,304,564
wulirltp,0.359,0.076,95,1425
vvztaphd,0.366,0.728,878,1187
kaxninit,0.84,0.599,51,125
aoegbaoq,0.736,0.453,267,1594
kvqucvls,0.603,0.257,934,1766
eneyxtxl,0.662,0.803,868,1957
payifbpc,0.072,0.077,532,740
axvxawlf,0.524,0.157,768,1870
rbdtzeps,0.232,0.794,350,747
hcbtnskx,0.476,0.525,478,719
htwdjrxb,0.952,0.065,98,628
fojtxorm,0.165,0.461,140,458
yzaxzydo,0.072,0.62,563,1352
sdajvyto,0.787,0.448,161,165
xsbpyyge,0.571,0.533,593,1331
loevwmkh,0.491,0.059,674,1511
gydginxw,0.522,0.235,289,839
jyubswxk,0.132,0.866,328,1837
xlngiast,0.532,0.764,18,1721
ygagqllz,0.522,0.07,611,853
triztpat,0.313,0.781,352,1035
dwfrkvqf,0.436,0.956,427,1991
pskrejrt,0.606,0.87,532,1716
bzhdzddg,0.728,0.948,585,1060
ripgmxxd,0.786,0.996,801,1079
voibmyuy,0.857,0.355,798,1997
rtqwulrw,0.82,0.973,556,774
yyqnlyee,0.724,0.816,341,1428
hbwzpbcn,0.576,0.57,693,1692
ckjpjbul,0.751,0.372,814,1370
ohrdjqux,0.883,0.446,206,282
oiqzfkwx,0.537,0.228,814,1336
bkjqwqjp,0.136,0.718,54,765
dewmlreg,0.613,0.966,281,855
bogoqire,0.194,0.887,665,1943
uthansyr,0.905,0.869,464,1199
zlxvwchq,0.299,0.739,770,900
mezxobru,0.35,0.042,83,1890
iinvyjfe,0.581,0.864,794,1392
igwpansr,0.513,0.412,528,1220
wxbevaoh,0.167,0.759,549,1553
smapjeit,0.571,0.251,519,1779
hbcjcrun,0.752,0.981,940,1423
qddlsglv,0.155,0.954,514,1698
auguinql,0.772,0.186,232,478
mpeswrse,0.191,0.302,263,525
ezlcszyu,0.533,0.872,576,1102
dnuymmix,0.35,0.266,845,1203
dscfxmmz,0.509,0.856,894,1103
xattnxhw,0.154,0.381,142,300
kyeqditw,0.439,0.598,368,535
qeayvoyi,0.778,0.21,228,569
gmqtiqok,0.229,0.709,223,1607
tygtzqzs,0.774,0.905,702,1489
wuvcdxvw,0.806,0.879,844,1451
ivuifind,0.631,0.445,236,1980
ivblefap,0.5,0.824,254,1439
teysnhis,0.193,0.933,245,1718
rgpemweq,0.775,0.849,783,1998
ffcvsgvh,0.486,0.079,592,1055
kitttijh,0.306,0.228,77,1403
ztmyxqyz,0.231,0.136,511,917
pzpaqfov,0.686,0.453,703,1765
szduowph,0.676,0.673,331,733
csccknaw,0.945,0.059,717,775
urokfcus,0.073,0.155,5,945
foxdqqae,0.087,0.014,77,773
snofgkys,0.456,0.608,410,461
emhaytfq,0.828,0.143,632,1634
uasjijgs,0.235,0.452,969,1205
dysqqepp,0.049,0.345,474,1665
gifvivwk,0.244,0.143,563,1671
pfqfknhi,0.418,0.173,276,1700
zdapqchp,0.998,0.524,175,340
mjkbiyqv,0.921,0.269,284,1404
uwzkgyhb,0.663,0.915,489,1817
qsofpuup,0.129,0.784,181,1822
bisyndqb,0.635,0.967,941,1032
hvnqeegz,0.221,0.906,941,1684
xmxzpsmr,0.183,0.49,116,1070
zswpbqfz,0.488,0.201,381,1590
uwhpxbme,0.879,0.551,740,1503
wjdowiip,0.184,0.848,551,1490
follikiu,0.466,0.486,910,1113
nnmleqfx,0.433,0.719,708,1924
spltgedl,0.249,0.033,193,1856
yrkqabsp,0.722,0.107,59,1288
