name,x,y,time_in,time_out
kbaawxsj,0.171,0.285,823,1171
jatxpouz,0.497,0.776,594,1878
cgstpvep,0.469,0.035,621,664
ppocgodz,0.331,0.014,765,807
bfvkthxa,0.234,0.494,202,1442
wjfcxudl,0.786,0.774,377,1270
tonpflmh,0.261,0.937,813,837
wwvtowjb,0.759,0.105,180,735
xxxedbus,0.535,0.327,511,1682
dfceidxx,0.414,0.983,953,1308
nqcbbwpv,0.531,0.331,799,1505
loulupks,0.047,0.168,40,1872
ncapxtwx,0.087,0.399,554,1664
utarhdkb,0.946,0.893,522,1891
jzzmoxth,0.816,0.116,100,254
ocmlswof,0.454,0.576,434,966
vifgrmdi,0.6,0.696,594,1491
puxehbjg,0.561,0.454,865,998
bkpjmilm,0.539,0.863,144,1351
xkirpdgr,0.897,0.079,382,902
ktqsvxux,0.952,0.514,514,1805
icrwxmxl,0.19,0.312,132,1081
xfyrwgyp,0.738,0.487,691,705
gtwsrohg,0.871,0.032,530,1819
xqiowzvx,0.327,0.398,559,700
jaqecbuz,0.038,0.726,348,674
oenbvvvl,0.648,0.707,37,1583
wzyrrnjz,0.611,0.698,446,686
ijotzcww,0.117,0.233,870,1525
qmcbreki,0.394,0.535,939,986
obykkfwe,0.481,0.813,984,1808
jssnohke,0.074,0.532,839,1903
vbeuhbyf,0.35,0.003,223,811
doujnner,0.503,0.81,855,1049
xmbfojru,0.025,0.228,138,1727
mlgiywmj,0.241,0.57,847,1381
cgbkqxar,0.256,0.252,159,1492
rseonlqo,0.077,0.648,958,1524
mccuocjn,0.274,0.321,108,1464
oihfftld,0.598,0.759,678,779
exvodevw,0.212,0.495,317,821
aclifbhg,0.306,0.327,458,1651
duopxukp,0.987,0.448,803,1795
rmmohhln,0.81,0.461,901,1203
lkleherz,0.783,0.062,401,713
kwthqoce,0.099,0.953,814,1379
sfxwkccm,0.241,0.843,907,1876
sttmicyn,0.887,0.813,38,1611
zvfiswes,0.193,0.733,145,1110
wdstldvp,0.933,0.714,991,1484
hvqjlcrs,0.01,0.783,934,1033
kaaefcqp,0.062,0.473,262,1950
dkyddifu,0.462,0.699,276,382
kdjgaghu,0.67,0.918,300,1216
enlnbzkq,0.854,0.36,214,1372
wrtgmihc,0.9,0.099,34,786
oilptnuo,0.96,0.025,653,904
pyqvbyuv,0.227,0.958,408,460
sexhzgjb,0.094,0.456,580,729
botwiiyn,0.68,0.629,977,1607
xykgtsmt,0.856,0.678,45,805
jfybzmml,0.329,0.453,546,577
qghjblkw,0.354,0.014,700,1641
fxmccxte,0.326,0.078,507,1694
amdxpktp,0.874,0.948,451,1051
nrdomjls,0.182,0.527,628,833
kqvxmhas,0.17,0.986,808,1316
aehmwldc,0.927,0.574,626,1860
pfwnhqgk,0.37,0.06,893,1534
cdofpwqr,0.202,0.68,525,1925
tgeofbyo,0.61,0.777,865,1983
zulambxo,0.563,0.817,999,1878
scrvzrem,0.309,0.022,581,1761
ocehandx,0.965,0.426,796,1867
enoyvnwf,0.968,0.524,269,1819
ymnkpygv,0.688,0.783,145,1639
jkthudas,0.455,0.381,492,681
amanrcqu,0.661,0.175,939,1851
gxmlyyyo,0.893,0.598,530,751
jnogydmo,0.55,0.196,101,1599
jiwpzixd,0.008,0.757,603,1877
ofqanrtq,0.102,0.287,14,1548
dfwruijb,0.611,0.719,120,1653
phjxzxna,0.375,0.215,45,1662
sktdvxmz,0.928,0.69,562,1467
fqwdyeld,0.657,0.283,159,1606
krorlqtx,0.135,0.904,105,1109
nqnhbpfy,0.753,0.072,110,1917
rcgunxcd,0.109,0.001,366,469
kghzqhxt,0.449,0.613,777,1558
evtrjouc,0.043,0.484,420,666
qkiwbxng,0.08,0.71,889,1652
emlbjhgl,0.272,0.648,647,976
enimsnwl,0.306,0.388,206,1363
oibgwaqd,0.128,0.297,472,1624
dlwoyleh,0.528,0.75,693,1430
peafcevf,0.418,0.259,229,1170
crlcnqml,0.423,0.733,776,1810
famuhufq,0.547,0.155,482,1956
wauehrie,0.134,0.296,751,1007
rwcdpoqw,0.055,0.469,319,1616
obwzyiix,0.748,0.44,938,1139
fwunuret,0.328,0.926,189,1157
whaovoit,0.265,0.375,458,1039
tmysnzml,0.42,0.118,412,1839
albdyvao,0.79,0.668,427,1363
bubfrlrc,0.629,0.424,345,1343
xgljbgvi,0.038,0.494,47,1704
frmwhdmq,0.184,0.57,727,1219
kxvcvuoz,0.902,0.196,46,1179
rwvxjlwa,0.583,0.883,301,1739
fhnmybdr,0.849,0.172,589,780
hzfpjuwr,0.127,0.758,928,1059
erudqjxp,0.132,0.362,698,1058
fsqhfrud,0.823,0.922,607,1720
lpawpmpt,0.488,0.659,545,810
wdxboekj,0.44,0.54,616,755
hpsrplvx,0.793,0.261,534,1479
dyacohep,0.132,0.596,446,1588
circeusp,0.974,0.881,923,1927
zlzrcyvh,0.359,0.232,866,1461
wjdqvxkr,0.571,0.44,360,1021
xklpiioq,0.829,0.13,82,371
jdtzjxsi,0.859,0.345,454,1613
iavjzawl,0.58,0.519,8,1674
zyvcplzi,0.673,0.571,378,1954
obzdhpee,0.854,0.075,415,1924
bwdhicel,0.367,0.598,434,1776
urhsmcbt,0.532,0.516,800,903
kxwpphvq,0.378,0.439,771,1763
kurhujvr,0.585,0.656,961,1160
ygwfwfca,0.965,0.441,860,1833
vhdvqnve,0.236,0.814,803,1256
zfjjfbln,0.837,0.34,222,1565
hcjqqhfp,0.643,0.642,937,1782
bexohqjj,0.3,0.752,48,1078
bpimpobu,0.083,0.705,997,1195
rvqiudqe,0.036,0.939,541,1024
cfrvtsjh,0.27,0.581,619,694
fxoywwfp,0.286,0.312,849,1302
aiehociv,0.927,0.825,623,1867
uwocgvdq,0.135,0.052,682,717
uqgkgppb,0.985,0.967,575,1784
hxwvawlm,0.073,0.007,426,643
xmlguvlt,0.11,0.226,782,1876
nitmwduc,0.395,0.744,115,1617
kpargdsl,0.451,0.442,375,645
ohntuzro,0.002,0.735,286,964
uwihtnsw,0.523,0.733,744,1193
dzouvftt,0.075,0.05,439,1950
yzvhvngs,0.395,0.533,311,459
elbzrkbb,0.431,0.902,86,1085
snaeshco,0.38,0.084,749,976
cwopmxxt,0.026,0.411,506,1684
zzerhvcv,0.703,0.901,125,1275
nctmayqn,0.585,0.03,261,1061
xroxzier,0.74,0.897,293,509
bzhskiiu,0.664,0.293,3,442
gucuyhub,0.71,0.14,963,1825
osnsqzvn,0.491,0.895,948,1238
jakyjwqc,0.993,0.4,846,1340
tzzaswfh,0.8,0.706,514,1839
lypbsvdw,0.811,0.875,819,1676
fpenaryx,0.97,0.426,981,1161
wjqxkzht,0.702,0.621,107,1885
eygfmtxa,0.319,0.572,29,1448
auwbpqan,0.95,0.167,628,1503
jkrxdtug,0.178,0.973,848,905
qrzaiyih,0.876,0.642,480,746
armduvic,0.86,0.513,976,1510
uqaytjbl,0.844,0.047,881,1691
awakyeyq,0.805,0.801,291,1001
ynvkncqq,0.418,0.021,319,1954
rswyhssy,0.751,0.698,612,1212
dsssbxbd,0.1,0.749,415,1804
cgmtxqmw,0.881,0.155,843,1249
dshjfacz,0.612,0.908,726,1964
ruoztoex,0.74,0.35,770,1739
pzezrwuz,0.174,0.822,390,1733
xzynrmqx,0.09,0.141,194,817
ibxdukvr,0.142,0.167,916,1332
oxxmxsbq,0.944,0.395,446,839
jnuantbh,0.888,0.787,247,1362
fdhuamgj,0.307,0.109,60,1309
rzeltcco,0.336,0.094,594,1828
hydqhuox,0.82,0.978,136,845
wlbqtrtc,0.547,0.265,945,1749
ypccybmn,0.06,0.026,985,1127
skllwvgc,0.633,0.237,898,1820
epexjnul,0.552,0.153,535,703
dwfpvfqi,0.446,0.051,180,981
ryswadql,0.21,0.118,979,1220
nizvzqpy,0.829,0.053,379,490
ssexuchp,0.097,0.471,920,1205
goqioefi,0.785,0.627,978,1009
rvshmsax,0.039,0.12,868,1209
ichheomq,0.479,0.281,623,1387
klomyuix,0.019,0.671,362,1567
qonyizqr,0.895,0.51,524,681
fkyctdnv,0.355,0.0,737,1858
gjftfdhs,0.884,0.938,700,871
isqecwhf,0.147,0.897,143,1406
pjmhhsyv,0.592,0.013,315,1037
mwefaisz,0.225,0.793,781,918
srqdmzdn,0.712,0.603,688,1155
ztnybyah,0.158,0.176,622,1042
ylwhlmpg,0.949,0.839,231,1289
tyrrqtie,0.78,0.951,317,1357
mbsassyh,0.646,0.53,662,886
tahrnkad,0.407,0.287,313,1223
zsynoopm,0.275,0.847,537,1998
efieqmsw,0.48,0.378,132,802
agulmrnm,0.211,0.125,549,974
nbpklgiq,0.318,0.797,971,1850
ryelhajb,0.869,0.419,926,1136
ejxtosxf,0.762,0.171,151,509
xjhyvdgw,0.093,0.188,191,1213
wotuazup,0.478,0.489,421,1503
xqlxqbfa,0.116,0.569,824,1968
jcafkuzg,0.547,0.003,470,1705
milaeodl,0.841,0.773,548,844
bdbnuocm,0.484,0.033,847,949
skprozjg,0.468,0.632,816,1224
nupmiqtq,0.176,0.636,868,1775
odpyejka,0.685,0.44,616,1629
qzpcujed,0.391,0.479,94,1020
puiuvlca,0.852,0.637,392,1075
ehougyve,0.127,0.555,915,1683
tpgkhtrd,0.924,0.053,491,794
clhfvzli,0.362,0.545,701,1411
cpuwrbia,0.201,0.334,791,1532
aetqaemd,0.864,0.357,581,1045
pwozpqlc,0.917,0.909,84,1650
qatmtpmw,0.572,0.485,148,1558
oyuodptc,0.146,0.32,761,1125
dfyqwhpr,0.87,0.945,623,860
fdrwslcp,0.814,0.073,424,1853
cmwykwsl,0.715,0.487,43,1834
ptrqedxg,0.335,0.549,960,1013
mifpebtm,0.859,0.441,780,1034
cjeastap,0.896,0.07,781,1444
ojpsecdf,0.884,0.952,331,1416
btrtkxcp,0.55,0.682,622,1803
chsonqio,0.157,0.204,630,1581
dizsjjxg,0.613,0.966,38,685
opyehjgn,0.127,0.017,156,1780
hhxizzsu,0.77,0.291,436,582
fpcbpksx,0.931,0.476,13,903
ngxojbrg,0.331,0.695,21,1949
mlqybnov,0.191,0.106,88,460
usnkieia,0.467,0.221,313,1419
stdblqvw,0.434,0.585,132,613
hvclzoly,0.37,0.615,675,1653
hpocpqvi,0.162,0.812,497,1587
qjnfuieb,0.863,0.821,790,1275
ufjioljb,0.166,0.877,383,1868
mmnxmvux,0.232,0.273,526,1215
qhpgajcc,0.97,0.735,243,484
swsqmukp,0.775,0.462,262,1258
khtaadca,0.047,0.706,250,1313
ztxgvhtp,0.352,0.549,897,1903
tnavfeuc,0.958,0.213,129,943
seenipri,0.407,0.689,835,1529
igielnjp,0.515,0.299,770,997
retnhvnp,0.019,0.825,209,349
ggsgxsyj,0.234,0.378,478,795
xpduranv,0.263,0.812,376,1413
mwrhafml,0.717,0.865,704,1281
zihzfjpo,0.986,0.063,270,460
rrqlxwfz,0.924,0.353,636,640
wdnwhuky,0.596,0.333,268,1130
wgkhflnj,0.888,0.913,770,864
ayjpxwtk,0.09,0.583,39,372
epyifdgr,0.5,0.057,328,692
xkefcrti,0.431,0.87,752,827
swmcohqv,0.813,0.27,87,1798
lpdjklda,0.858,0.999,289,1320
dntgjhjq,0.42,0.63,959,1418
btensgpp,0.748,0.831,344,1671
ebgtevkh,0.399,0.785,540,744
etmxzqdx,0.108,0.567,906,1664
fexpvydc,0.423,0.543,550,1703
lhyshxql,0.46,0.659,992,1372
gzwbsbsp,0.443,0.181,481,504
amqdyetm,0.19,0.666,17,517
ujxutrsr,0.694,0.487,715,1772
eelvowdj,0.255,0.8,164,203
bwcybeqb,0.346,0.909,457,550
omcbwkdl,0.938,0.646,489,1959
bxxlaxgq,0.513,0.935,968,1324
fbcuhnah,0.204,0.19,509,578
miwltmsx,0.707,0.157,606,1281
ytrqagtc,0.584,0.815,988,1286
epntcmvw,0.533,0.551,232,909
mjkjjsem,0.454,0.939,387,857
cihltwlr,0.075,0.524,662,705
whzcphql,0.572,0.421,732,1658
unxdgbkb,0.725,0.299,866,1487
cjcufpju,0.45,0.995,602,970
ulbjbrzh,0.019,0.589,576,1368
uywwvyyg,0.673,0.494,250,1936
bjjrkmdj,0.907,0.044,509,918
ylcezgkc,0.892,0.411,498,953
jaykrxep,0.358,0.218,807,1800
cwnewelz,0.385,0.717,375,519
lhdgimoj,0.3,0.482,174,1385
vdjrjivq,0.318,0.312,91,228
fbnrxepv,0.984,0.286,323,424
imhniqmc,0.185,0.941,554,1902
edhrkxtm,0.019,0.26,29,744
rddrozsr,0.434,0.311,172,1174
jhmngckm,0.922,0.368,255,578
tqodqzko,0.181,0.864,437,1112
cbdmxytc,0.892,0.58,440,1882
jqnujyet,0.972,0.271,754,951
kvndmtqg,0.068,0.904,453,732
dclhfyol,0.933,0.006,207,1729
nanzcadx,0.743,0.689,712,820
ycfuksvb,0.205,0.76,980,1462
yrlbefkd,0.982,0.352,355,1784
whoxetdp,0.174,0.594,744,1207
uaskhnif,0.82,0.032,932,1402
yksefedp,0.609,0.586,3,1465
pvjselrf,0.913,0.784,152,1919
fsoftwwx,0.885,0.826,243,313
rganchzl,0.779,0.724,309,334
njdrvwhh,0.533,0.802,793,1488
hkzeckac,0.498,0.55,541,1224
ollwjgjs,0.245,0.652,909,1886
ddvtjxpv,0.535,0.66,839,1408
ugebjmit,0.286,0.368,834,1178
mgpifjyo,0.94,0.668,331,1583
erbcuhyy,0.816,0.526,359,1572
bxgoqnxw,0.873,0.262,127,440
xuiqxajy,0.48,0.69,465,493
ccaetmxz,0.781,0.077,880,913
zddlwkjs,0.778,0.799,894,1123
ujgukekt,0.765,0.957,330,1894
yntqlfqx,0.508,0.694,826,1730
rmxhspjr,0.041,0.444,401,907
qrtvmxfs,0.881,0.811,107,1075
tjxicymg,0.047,0.71,923,1365
grtwxbjm,0.699,0.454,788,1881
nookaevy,0.553,0.359,514,1412
zhgyvdwx,0.442,0.577,464,838
mripqpkl,0.189,0.359,53,400
thbegxdx,0.349,0.808,906,1891
qbndvqpw,0.444,0.381,170,251
rrbxakgs,0.069,0.279,177,1444
ifcjtccc,0.984,0.68,444,490
iwxsshhh,0.795,0.169,386,1448
qegarvkg,0.761,0.121,274,484
epgegmrb,0.996,0.205,491,1797
sqadriuk,0.83,0.604,577,953
lmtrpsiv,0.353,0.289,727,1803
jtzyavzd,0.346,0.238,854,1250
idbgbdzx,0.96,0.309,100,1046
cbtisgxl,0.488,0.644,121,889
gkqxkkma,0.755,0.996,728,1022
sjgqhpzr,0.739,0.504,151,420
uyqofctc,0.802,0.75,609,1886
wffvhbff,0.89,0.538,36,1653
xcemmunp,0.726,0.216,207,1640
duariicx,0.112,0.305,635,1185
vtixwyja,0.684,0.081,356,541
hstjelhn,0.815,0.852,980,1313
sokfyual,0.902,0.264,454,1221
ohmpxoio,0.476,0.271,934,1309
mzwrofem,0.477,0.052,168,1472
nguyvyyd,0.616,0.852,249,533
dhelydss,0.022,0.677,99,1184
pmnskxch,0.769,0.535,962,1979
ycwexseu,0.746,0.855,538,1122
namojzhi,0.69,0.358,241,1594
rkaccmaa,0.583,0.862,817,1471
litnvqqm,0.33,0.021,100,1545
xmbweuvu,0.961,0.647,828,990
nwwsuikc,0.235,0.301,591,1125
lxschfwy,0.937,0.467,645,1961
uqnyajaq,0.692,0.034,766,1763
wyzfyjnk,0.789,0.531,634,1237
awqwkkyt,0.926,0.229,75,1159
qtmxqeui,0.598,0.641,124,897
iaruanxi,0.899,0.543,201,1095
vtmbpglz,0.28,0.423,361,984
glmndaak,0.299,0.205,956,1395
ayzhjtle,0.495,0.65,942,1608
enuegfch,0.135,0.794,424,540
mnlwuptl,0.278,0.608,710,1161
padauklr,0.416,0.041,393,1253
guyowvla,0.137,0.561,262,1443
pekumtkq,0.176,0.685,227,1567
pdvpsflt,0.705,0.818,280,379
bzuysdvj,0.515,0.751,837,932
swxqedaa,0.099,0.261,562,1498
zshbvjfm,0.937,0.982,579,1880
udpwdrfe,0.059,0.835,673,1090
xomeeglt,0.801,0.639,93,463
tubansan,0.049,0.252,766,1952
tloskajq,0.062,0.362,109,1424
psprdciv,0.175,0.461,346,1468
mqkkfvev,0.35,0.191,29,884
gfwcguib,0.091,0.239,334,1015
ohylboxx,0.097,0.991,369,508
fsihiled,0.954,0.598,991,1625
cbcibkea,0.811,0.741,567,756
uerkiikd,0.57,0.534,742,783
cstxlzzx,0.982,0.725,717,1229
hpdjbuof,0.29,0.506,606,1796
nbrqgvqu,0.472,0.803,2,1853
cdwpdkhz,0.974,0.757,641,1606
oirvetzp,0.737,0.8,533,948
ulmkbucm,0.286,0.814,620,1840
yfxfiofe,0.408,0.88,846,1356
eatauimz,0.908,0.436,938,1447
nplzdlzn,0.276,0.289,501,874
tqcxditi,0.803,0.616,94,1388
umczintr,0.058,0.115,595,1988
zbwgzazq,0.358,0.124,620,786
ixatmzjh,0.944,0.352,531,866
kverxfgb,0.007,0.628,91,1699
ebizzpny,0.377,0.181,635,1323
kfzbmspu,0.7,0.811,338,1024
vbpwkwnc,0.068,0.058,76,431
kjcqjnaa,0.204,0.692,87,257
zyhxaohx,0.782,0.181,814,1303
zqhyjzlq,0.588,0.783,929,1956
doigxvyn,0.228,0.151,23,464
ztiemegr,0.819,0.57,956,1524
fduaykfj,0.786,0.398,893,965
bpixsvvy,0.645,0.517,723,1065
lusrqwnu,0.761,0.303,80,926
obsiwvsy,0.421,0.403,411,1123
czcuvkes,0.999,0.277,735,1486
welfytgn,0.876,0.546,564,1113
iwyagwhm,0.527,0.119,587,1419
jzkxrptc,0.664,0.855,912,1603
hifylazh,0.482,0.665,942,1438
kgefdsne,0.65,0.986,634,1425
rzqzldiv,0.233,0.896,616,832
myetsuqd,0.806,0.311,677,827
wmabbibb,0.63,0.136,350,1462
mqyppalf,0.512,0.468,755,1742
mpuwnuok,0.692,0.259,13,1541
fkpttspo,0.685,0.831,270,1855
farnobxs,0.143,0.305,395,1336
dhjamldx,0.861,0.178,316,1222
rlcogtml,0.732,0.374,298,1568
djmlvxsh,0.759,0.115,967,1526
aqsrqdvx,0.734,0.065,219,458
ngwphkxo,0.2,0.422,750,1280
kjagkcbu,0.527,0.813,467,848
ajihphqm,0.116,0.893,787,796
rprahqeq,0.269,0.15,560,1296
audyjeip,0.364,0.969,257,1298
popsfwff,0.014,0.388,571,1937
drikchdm,0.494,0.934,211,1216
gestfcbq,0.303,0.425,425,742
wfnfbces,0.128,0.065,526,1311
pnsgbptr,0.253,0.27,998,1719
swklqshl,0.447,0.517,784,1295
ilmzdsxn,0.988,0.625,909,1948
ghfexhcs,0.748,0.022,803,966
pjwatgvn,0.662,0.949,172,448
lmrwygpd,0.301,0.217,178,349
mokjnwaf,0.717,0.246,944,1217
ccgksako,0.445,0.819,690,1017
fhfyyrvm,0.33,0.744,662,1695
ytmhrnyl,0.571,0.001,804,1292
gcluczpg,0.984,0.11,940,1598
udgcmanb,0.721,0.445,127,711
kpuvnluf,0.386,0.665,805,1819
hsevzzec,0.419,0.616,924,1548
pivshava,0.093,0.521,363,767
nkhpcyqe,0.796,0.945,866,1714
wxbykxue,0.851,0.978,405,1937
gtabwbsb,0.135,0.905,407,1339
esqsxfxr,0.769,0.651,346,1140
afwexxdf,0.321,0.853,199,735
tcesdgzt,0.442,0.34,662,1339
nvqaaczh,0.863,0.169,838,1027
nvuqtwln,0.112,0.562,921,974
klsrekrc,0.137,0.483,323,717
vmumjltd,0.894,0.624,42,499
yqvnuyqr,0.381,0.515,900,1334
tscjyexp,0.392,0.813,862,1244
mpmvzszd,0.701,0.113,711,1868
ttdyjgtc,0.19,0.832,521,1996
xsnmflcl,0.385,0.352,536,819
atjensgd,0.28,0.086,931,1883
fhwzdroo,0.383,0.624,964,1087
tfnlvjut,0.589,0.705,85,648
dusxgtmo,0.437,0.38,420,473
ezybjspb,0.549,0.927,481,483
jfqfyvvm,0.673,0.344,985,1914
qdjuaiex,0.749,0.631,167,1720
tsqkajiq,0.845,0.965,245,1474
ycrvglfk,0.118,0.269,454,506
waiaqwxl,0.105,0.147,373,1549
snmfhfva,0.731,0.336,656,1424
eoiubpob,0.919,0.789,544,1886
zdmtzgxz,0.419,0.144,679,1470
xnkgnerq,0.949,0.659,269,1992
yhfqanlp,0.206,0.015,675,685
iacemmau,0.659,0.811,95,769
bztbfovf,0.602,0.878,739,1786
bmydljaq,0.528,0.155,127,1145
uifaceby,0.768,0.604,249,999
faszncfj,0.346,0.208,311,1950
ncldxxar,0.999,0.288,504,1427
mxgmbzos,0.661,0.741,298,1591
zvweomhh,0.303,0.479,548,1861
exlhmfom,0.773,0.66,903,1622
spqeixly,0.914,0.811,487,1520
nacsjnrd,0.034,1.0,65,1993
itaabphm,0.682,0.733,99,652
mtptdezj,0.492,0.571,953,1421
llsdcldk,0.805,0.806,398,1118
dyaqedlm,0.441,0.565,769,1595
wrryxeng,0.689,0.341,951,1314
accawxor,0.73,0.802,374,1306
optpawru,0.343,0.849,428,1982
kkallneb,0.996,0.41,419,1369
lvdnsefd,0.025,0.934,422,1307
ydtdvfgu,0.555,0.822,612,1938
mcoclhcz,0.99,0.165,313,1415
ycsdlymd,0.173,0.087,786,881
wrydyymd,0.26,0.621,64,1908
kpxdpbsj,0.996,0.814,26,806
nlyvwzmt,0.285,0.122,861,1370
vmmgrcbv,0.607,0.975,227,1868
lyipahfy,0.722,0.956,508,1737
kmgdbjui,0.656,0.232,852,1035
enibtafc,0.881,0.827,429,1171
vhejezgo,0.252,0.8,426,1671
ajpasobu,0.872,0.724,990,1512
fxlaozii,0.617,0.336,985,1148
rtumsnvk,0.314,0.063,182,1766
tliliasy,0.385,0.002,6,264
sbxpiefi,0.479,0.838,780,1538
fxablkbu,0.42,0.613,629,1597
dpsvhpxd,0.347,0.023,552,1245
msupxbgq,0.182,0.625,410,1002
rbxbdqfr,0.954,0.359,729,1330
crkjlinw,0.877,0.364,291,1382
zeoegdst,0.051,0.24,986,1132
iaajxptc,0.939,0.611,540,1352
gbgrhnkj,0.507,0.801,333,1077
scuagajh,0.529,0.47,804,1527
tsrmmiwk,0.476,0.571,264,1006
goblxlbf,0.929,0.841,447,1673
engdyybh,0.391,0.767,634,942
nkicjtqg,0.749,0.708,528,1228
prxfmcaj,0.786,0.881,776,1033
leixcuas,0.271,0.283,127,1310
ryjqvdpl,0.907,0.105,806,1933
pqufcanu,0.059,0.01,941,1899
onlvhycz,0.865,0.197,824,1723
