name,x,y,time_in,time_out
yhhtlxwo,0.179,0.97,664,1273
vwratrfd,0.88,0.855,248,1510
aiiogydu,0.47,0.468,454,1804
wsikxcio,0.087,0.327,259,1529
lbbljanh,0.881,0.619,724,957
lbboyfqv,0.733,0.376,992,1360
tecglvmd,0.636,0.045,325,1624
sfcllzqu,0.058,0.243,60,1975
vzicwayf,0.664,0.217,535,1244
vmylapuu,0.249,0.228,744,1165
brhxjgxt,0.231,0.533,749,1653
vowprzxp,0.607,0.249,774,1051
zgnqodqz,0.426,0.375,980,1688
lvkeppvq,0.106,0.923,218,646
cloxstdz,0.671,0.126,555,1643
cpfzdybk,0.988,0.338,37,271
qqekiylc,0.486,0.86,754,844
vktmcoaj,0.01,0.151,241,1508
ztressan,0.259,0.037,686,1264
ueybfhku,0.961,0.524,387,1676
qljmlwnu,0.666,0.838,864,1145
lbzltvzl,0.747,0.113,980,1667
bedvkkzc,0.797,0.714,467,1037
vsqjbpzv,0.858,0.936,239,1608
mztmvlgn,0.286,0.401,742,1601
jbydycck,0.966,0.097,881,1694
dkygcpgz,0.612,0.454,931,1713
ezkhlrbb,0.929,0.507,656,1561
qxwgwwru,0.42,0.681,436,760
rismwztu,0.018,0.737,983,1031
ygppmgvy,0.54,0.061,931,1843
tveczvlt,0.185,0.95,469,1385
rspzayqq,0.68,0.208,129,1176
nvaatlca,0.473,0.087,158,952
oeolfnpm,0.218,0.806,437,853
tifxzxqz,0.029,0.051,867,1482
iqmsvxac,0.265,0.665,865,1763
btpfwuci,0.458,0.003,572,1556
takdtgbl,0.315,0.366,729,891
yhyetgbe,0.42,0.122,318,806
cpegmest,0.647,0.282,654,1409
hyzhuqlz,0.099,0.005,45,759
zfnpnkii,0.699,0.988,22,1779
vhnoqatt,0.989,0.384,699,1088
vdmoiuds,0.54,0.766,814,885
hszaemcq,0.13,0.359,555,1530
ylitddwd,0.39,0.489,128,736
mwlvmesq,0.489,0.53,571,1002
mtfrmatp,0.546,0.388,270,1190
wbcinxpx,0.673,0.549,434,1741
clwfgast,0.35,0.683,108,1916
qqflhaxx,0.431,0.925,925,1691
jbyfmsnq,0.52,0.028,595,1058
cisvrmjs,0.557,0.139,248,792
tsenuazl,0.207,0.716,730,977
mlveqatd,0.009,0.827,361,1505
tnudhxkx,0.606,0.521,281,608
rfdupbza,0.337,0.324,848,1346
bojlvhli,0.351,0.526,483,674
tmzaoxqy,0.268,0.09,956,1413
trlktytv,0.974,0.653,371,1030
ijhyaybl,0.739,0.009,660,1684
oqcbjkfr,0.966,0.081,215,1493
uxkxfpdq,0.215,0.485,624,884
kkeszplq,0.459,0.158,250,1995
dsktypbi,0.425,0.673,119,1757
muymjdgg,0.855,0.772,565,783
nxirynmj,0.369,0.631,809,1791
uzcysdnz,0.894,0.798,192,1897
bmenkrwn,0.479,0.777,479,1614
hxnnoske,0.565,0.532,49,349
estehbef,0.213,0.289,190,1150
dlhwgjxp,0.662,0.707,968,1259
qamfbves,0.213,0.937,311,1664
qebecmyz,0.064,0.413,41,1784
eayygaaj,0.815,0.396,896,1617
hczxleca,0.489,0.339,688,1868
uttcaoyi,0.915,0.102,741,1745
glsrzikd,0.614,0.239,702,1130
eiqhtmnm,0.521,0.402,504,874
pphdfyff,0.693,0.391,15,1334
gptrticd,0.185,0.346,861,1767
vobzukyd,0.15,0.44,508,1366
cxqepqzn,0.072,0.333,419,573
unzzmmwo,0.366,0.266,221,1887
pwzzmldb,0.705,0.557,28,94
jihmeevz,0.367,0.29,48,1796
yzajyhtv,0.861,0.057,759,1168
gripmdxb,0.499,0.382,526,1125
hrflhocq,0.255,0.372,670,1071
iulclsam,0.376,0.677,42,1481
knglssbt,0.704,0.161,10,1768
xuwdghhy,0.939,0.834,831,1756
ixuabwcz,0.4,0.809,737,1913
iobrvvmc,0.85,0.294,390,962
jnynrekv,0.688,0.204,112,1329
elcggluj,0.672,0.585,742,1760
hqgeffqd,0.235,0.533,661,1568
tszkliyr,0.368,0.108,456,1184
xbijzxaf,0.666,0.328,128,320
rlyudgpl,0.713,0.917,787,815
bzeyecxv,0.352,0.744,114,931
qplpcykb,0.661,0.988,972,1523
ibhrjddo,0.868,0.627,51,978
ybkfclgi,0.809,0.764,759,1403
osxjkbkf,0.346,0.243,811,1362
pvmeybyp,0.76,0.727,303,1141
ycnjehwq,0.281,0.438,153,1452
useyavwy,0.274,0.427,806,1109
aesmcdim,0.579,0.023,966,1327
bsoqpwkh,0.434,0.005,797,1948
idlfxdaf,0.501,0.396,775,879
exucuone,0.345,0.802,893,1295
bdptywtw,0.947,0.178,413,1862
lhwpnric,0.149,0.282,882,1066
slnggwqg,0.058,0.198,876,1019
kbqlmcew,0.694,0.088,333,1342
telsfybg,0.938,0.905,190,1005
pjvbynvp,0.943,0.945,879,1346
jrdtmzst,0.356,0.026,513,1025
hequthcg,0.485,0.199,441,1820
lexjtqgf,0.029,0.476,520,788
vofynglt,0.671,0.137,872,1824
kawvpasb,0.002,0.045,772,1646
cxzqjgmw,0.655,0.297,903,1247
ikahozwu,0.535,0.951,476,1206
czwxpedq,0.58,0.032,880,1593
dlddbqiy,0.662,0.743,562,1272
vcbhyscd,0.209,0.761,321,374
qiihdbqj,0.37,0.008,972,1480
qkrkhhuo,0.285,0.372,701,813
etnfqxpp,0.284,0.053,195,1834
tcurwsvo,0.138,0.609,907,1281
hlytixvm,0.423,0.286,62,1015
jcvexwcd,0.829,0.386,289,748
pfxsadwd,0.494,0.04,602,1753
asppwpsu,0.099,0.275,579,1892
szuvtlzn,0.678,0.0,146,1249
pzaujlmh,0.509,0.06,827,1075
ilccalnn,0.478,0.924,517,1306
gnmcpfeh,0.842,0.942,715,1941
axubkrfq,0.262,0.844,442,1444
tsqsxyvu,0.132,0.606,53,1081
ahfpggiq,0.803,0.725,794,1541
sabcbpgy,0.452,0.094,887,1705
kerlksvv,0.345,0.984,932,1821
fnhaqhlo,0.649,0.167,227,1704
yqrdefxw,0.247,0.389,593,1863
tfxctema,0.029,0.219,509,678
wjenekaa,0.224,0.296,747,1264
znplzvnp,0.712,0.456,85,580
yqqakhsa,0.864,0.759,379,1761
lsjwlfpo,0.592,0.854,452,1369
xeffgqpl,0.389,0.464,309,1505
llptnazi,0.87,0.726,585,1843
xzphndxc,0.461,0.817,276,1491
djptkgoy,0.065,0.558,688,1858
cbikeboi,0.834,0.658,623,1315
srplixbb,0.706,0.282,790,939
jszjgycg,0.021,0.643,741,1954
ucxhwvpg,0.8,0.913,131,1042
ztxghxrl,0.34,0.72,494,1233
oqbklcme,0.541,0.986,332,630
srpwdipw,0.898,0.838,231,977
ffxaaqfg,0.549,0.953,992,1783
mojrjhro,0.31,0.004,319,1207
fzpuwazo,0.547,0.732,366,936
skhqfjnx,0.957,0.039,225,447
lbmkruun,0.22,0.539,782,1711
wtequkto,0.25,0.313,570,1436
fjwnjpon,0.8,0.423,764,1901
whdjepgj,0.263,0.917,888,1894
kumqlfyz,0.941,0.103,874,1878
atompums,0.349,0.38,629,1116
fjgcpdag,0.029,0.921,256,400
dcsquetm,0.383,0.24,92,900
cztvabqb,0.629,0.856,48,1236
emluqckh,0.949,0.984,361,1118
alvfrwvl,0.024,0.972,296,1376
euvedpmh,0.152,0.183,488,810
aykpnefz,0.746,0.475,838,1562
pxgygbel,0.858,0.498,691,1629
lqomxnvh,0.971,0.047,966,1922
suisorwc,0.805,0.227,329,1524
kbmyscmn,0.519,0.228,485,1216
nehbqnar,0.116,0.483,339,512
wsaklzgx,0.907,0.937,256,762
yhqwftyy,0.709,0.739,532,963
iahmwoxm,0.608,0.434,265,605
iyvrjqgp,0.524,0.661,658,927
rtunklwh,0.247,0.57,170,1292
lzzgnsjl,0.732,0.013,87,1131
kjdavryt,0.285,0.042,120,132
lcvcewpt,0.359,0.305,371,730
nkxeisul,0.964,0.666,754,1353
cyqvitni,0.505,0.601,535,1917
wotqzznq,0.883,0.113,769,982
owlyptat,0.526,0.911,78,356
tllauasu,0.623,0.543,768,1105
xlbcmajj,0.282,0.847,984,1676
faxhpftp,0.326,0.424,711,893
qmpltrpi,0.985,0.831,720,1579
vxgakzun,0.835,0.193,727,896
lyfocymm,0.949,0.559,978,1182
exihobjw,0.304,0.586,459,757
bgairjzx,0.244,0.821,425,1241
xukobxjz,0.413,0.937,915,1071
wicjaesj,0.602,0.897,204,1717
gmjyvueg,0.233,0.834,393,959
bzvyjgkl,0.058,0.18,732,1044
kjgzdllz,0.485,0.982,504,814
skhxknwn,0.628,0.366,691,1842
pkkfzklv,0.387,0.65,141,1032
eqeeilhr,0.557,0.624,574,578
yceexnvj,0.09,0.033,525,783
bkznadqg,0.229,0.893,361,1523
nvjlnxjx,0.503,0.449,48,1632
ggqrcasv,0.351,0.923,623,628
slfguwin,0.829,0.579,943,1145
csgrlplv,0.557,0.474,214,631
phhljonn,0.371,0.738,256,1338
eomiyjni,0.72,0.346,357,563
sycvkssd,0.977,0.141,155,1652
sumecmpe,0.521,0.439,901,1704
lzzabqpi,0.203,0.05,570,1125
xhtraxoq,0.844,0.931,335,1808
vfveanud,0.105,0.652,333,444
owjpafvb,0.582,0.287,892,1614
xxsquqlc,0.642,0.155,940,993
hjqhevvk,0.205,0.863,106,1707
jqpujcgn,0.453,0.492,700,1507
acnpxepd,0.272,0.28,534,1929
pwwutiqv,0.326,0.613,868,1445
rxfqkslq,0.653,0.157,38,147
fgaqgrkq,0.735,0.708,369,1062
xzlimjcy,0.003,0.271,418,1357
qcyirspu,0.196,0.377,460,936
otejsfbf,0.222,0.836,67,1463
ejpbslyb,0.151,0.064,935,1952
kqfhabgx,0.696,0.73,64,818
unefgmxj,0.252,0.697,813,1073
aqnwzlxf,0.13,0.079,104,533
jibwknod,0.271,0.208,141,1391
glwuyurs,0.674,0.717,933,1701
mxvkwvis,0.593,0.946,948,1166
gvswlrsf,0.51,0.761,236,927
ddxjeqdz,0.973,0.65,849,1987
wewstzlb,0.836,0.274,313,882
jfvwevvc,0.198,0.909,162,1270
bwbkzpys,0.86,0.247,147,820
htimpwyd,0.917,0.017,114,374
djlotgsq,0.491,0.293,832,1467
nhyanazo,0.02,0.201,609,1455
sayhwqyx,0.834,0.206,441,1309
oyxrrbyy,0.258,0.909,557,1954
dvjyqxqn,0.429,0.577,839,1914
fpmlfanv,0.059,0.039,8,1946
gakxhtxt,0.716,0.999,972,1197
rwxakdlg,0.743,0.609,182,1804
wpregutb,0.674,0.083,94,1940
mmpflvch,0.534,0.941,96,1114
sgyktxlv,0.249,0.998,666,1748
tljrsmnp,0.638,0.859,606,753
nkepzgms,0.884,0.136,816,1900
rpshkkok,0.676,0.91,101,219
tlyymber,0.511,0.19,249,487
ahkopquv,0.708,0.404,352,812
tmzkapfr,0.317,0.725,435,1570
myfekmqw,0.108,0.135,429,1675
agynuujh,0.978,0.347,877,885
pzblabnn,0.196,0.314,167,1636
uekuofoa,0.479,0.37,394,1265
rvxenupk,0.86,0.846,893,1806
qrmwxrye,0.687,0.592,359,1672
fkmgikqj,0.807,0.965,308,1277
edovomtv,0.553,0.982,378,1820
jrfzexae,0.807,0.27,496,1728
vpyqrioi,0.236,0.963,947,989
bhahvdxa,0.488,0.771,731,1839
oshlscph,0.594,0.695,420,1174
svlycjoi,0.817,0.942,884,940
ibysqdyv,0.283,0.19,788,888
gvasjvzt,0.365,0.065,515,1790
iowlkwoe,0.434,0.425,847,1024
ewuvwsip,0.469,0.316,153,1299
seehjmxz,0.199,0.809,961,1873
lnfjsoqp,0.455,0.876,8,1511
jnajdmlu,0.569,0.859,897,1248
ymkoxuln,0.753,0.19,363,1122
yskcdxej,0.156,0.4,480,1354
vzinyyzu,0.096,0.721,953,986
sgrixuga,0.875,0.4,657,1849
diuavegp,0.087,0.203,298,969
wocrxflo,0.058,0.628,328,1419
ngjsnvpu,0.127,0.763,583,1997
uuikphpi,0.442,0.647,448,487
nlndzbmq,0.739,0.743,325,1166
yaypfckj,0.199,0.687,663,1295
iqzqohwg,0.341,0.406,390,564
zqddzbkm,0.015,0.724,495,499
kwhjmuho,0.543,0.855,407,970
rbdjfhto,0.151,0.633,376,1209
uczfdncw,0.624,0.222,920,1802
clnltzls,0.414,0.133,302,1766
qiqqbvnu,0.415,0.287,141,1877
wbowirei,0.414,0.66,807,1693
wjtrtanz,0.236,0.004,394,419
qswxzfhs,0.882,0.472,718,876
sibcpkqo,0.052,0.962,406,573
qvmtihdb,0.937,0.97,949,1932
tqdmjtts,0.764,0.921,1,2
wrzynhek,0.166,0.888,732,1588
ymnuwvas,0.989,0.754,525,1775
hvmwjwkv,0.282,0.901,906,1487
heqsfkun,0.412,0.118,593,1883
zqqmvgsu,0.851,0.511,22,428
qgtxawxf,0.329,0.967,471,1596
frgzabri,0.881,0.193,915,1693
ukjmorxi,0.381,0.231,492,1452
dkzrcfnm,0.958,0.254,921,1817
npdbghza,0.769,0.54,224,881
utlplyhf,0.284,0.951,329,468
vwmnjpfv,0.024,0.065,392,937
icgfzjxj,0.353,0.827,859,1108
rofpfkhz,0.649,0.84,158,1943
muukdoyy,0.482,0.92,478,1059
maejdxdm,0.634,0.703,565,907
pmfufnpt,0.551,0.481,854,1146
swdrfjaq,0.461,0.396,23,1871
ngvtsoih,0.187,0.485,691,964
zvdegthi,0.264,0.853,622,979
eqsxvyjz,0.903,0.758,368,902
nfcvzcsb,0.498,0.172,499,537
wfggnups,0.374,0.501,731,1374
xxiomphw,0.354,0.269,877,1745
ebxbbqcu,0.645,0.955,881,1194
jbjorpxw,0.729,0.99,945,1506
dgrixgha,0.025,0.093,967,1508
rfpbudxz,0.716,0.508,732,877
icrwdkvt,0.536,0.505,341,423
tapqoytl,0.408,0.269,972,1871
vguvdtya,0.622,0.386,462,825
wgmhpcjl,0.103,0.252,362,935
zkusvvgr,0.648,0.946,991,1242
wlcvfvgs,0.543,0.907,317,529
lxffslgb,0.313,0.625,164,1710
xxkwzyai,0.076,0.656,493,1396
ajulxjvk,0.134,0.678,784,1298
swnlsxkd,0.132,0.261,506,1695
qmsdqfxg,0.05,0.371,445,1616
taxjlyim,0.037,0.831,317,1857
skokwevp,0.203,0.336,996,1047
ggqsdyxb,0.234,0.355,991,1161
xbnpjxzu,0.283,0.78,654,1457
ldnzqnvp,0.902,0.603,913,1193
rjlzinda,0.234,0.525,238,960
lpcukxhr,0.255,0.889,887,1456
loiudfjx,0.514,0.198,327,540
gzomxdzk,0.278,0.525,414,623
pnwuzxzz,0.865,0.408,701,844
zvbuaine,0.808,0.252,931,1367
gaahibvd,0.178,0.848,870,1796
lvqnpyzj,0.271,0.42,853,1524
akfufwpd,0.939,0.88,302,1706
gxtszsqs,0.469,0.133,40,1129
qqswubip,0.853,0.768,465,753
kpoldste,0.172,0.209,913,1131
gwpucegn,0.52,0.572,797,1941
zixnwkls,0.198,0.473,31,1958
fvlviilj,0.453,0.69,206,451
riqdtlzm,0.586,0.656,209,310
ojpkwkxz,0.5,0.246,336,1250
vyomjbzr,0.384,0.427,269,1473
wzahlful,0.564,0.169,418,1303
sobrclao,0.234,0.283,169,1838
cmqzbgpi,0.328,0.472,434,1248
ggjvmneo,0.497,0.706,772,1151
qrlluikp,0.093,0.297,590,1346
girtgvsv,0.779,0.795,490,1474
bsvuruqr,0.274,0.581,446,1636
mcltwpeb,0.405,0.098,528,1475
tmgeqfna,0.225,0.801,494,1349
lrkheuoa,0.235,0.355,904,956
mdodknri,0.363,0.511,189,190
gwwpryql,0.293,0.965,966,1026
uxpccwnl,0.239,0.581,719,722
kinzpngf,0.958,0.969,58,81
eotspofv,0.439,0.054,173,288
esmstmct,0.935,0.601,297,1797
rqnlhtwc,0.056,0.885,134,163
msrxawke,0.424,0.379,564,757
sqybfijf,0.753,0.429,922,1143
pzklexyk,0.82,0.214,666,871
vfbqfgcc,0.997,0.251,610,1163
hxzcwzom,0.793,0.157,185,1727
fjddwfru,0.685,0.373,401,1841
vemexphk,0.928,0.932,658,1011
nkyzxtot,0.49,0.167,681,899
niqirjbq,0.495,0.708,128,363
zwjzzrgp,0.907,0.14,84,943
kdnlfrdc,0.522,0.389,545,625
ahbqthdg,0.944,0.995,989,1460
rennlzmd,0.548,0.693,256,1922
myckjysf,0.318,0.027,196,630
jjzanrgk,0.384,0.626,537,1102
vxxxlimv,0.01,0.7,661,887
lnwixsfg,0.35,0.841,121,159
ghnhvtcx,0.908,0.245,571,576
jirhbgfb,0.883,0.231,577,1982
avbltvjq,0.775,0.625,153,1153
sshbmznf,0.172,0.11,52,1568
kcopgnek,0.803,0.668,171,837
tpgvcnbx,0.636,0.117,815,1167
egpidcup,0.416,0.88,390,551
nlkcwtfs,0.348,0.829,504,1787
qwqlwxnt,0.491,0.645,342,1567
yrughaxq,0.66,0.625,480,1594
kdacadcp,0.415,0.066,714,1156
krmqqzhe,0.949,0.274,116,1211
zjruaeqk,0.191,0.137,495,1950
tadivxvo,0.069,0.053,947,1878
gxnddthn,0.012,0.868,291,1472
fwhhpoup,0.352,0.565,138,1263
zpksfnpa,0.963,0.888,927,1057
ibazeypr,0.435,0.825,202,1157
awmktshm,0.907,0.616,307,1851
oeqarevq,0.223,0.665,817,1070
dwblqlmn,0.003,0.406,600,1533
qzszdyjz,0.396,0.043,118,1293
buynjazk,0.517,0.372,368,1626
dbmwuqws,0.396,0.416,165,460
idwrklla,0.799,0.36,183,529
nwztoicg,0.939,0.358,95,1591
imbilxhf,0.224,0.535,29,48
iyxvtzzu,0.391,0.917,681,1802
wzhnqsgx,0.094,0.706,715,1603
rlpwfpjs,0.118,0.518,148,737
xymhhunb,0.795,0.894,654,1708
iqylgily,0.166,0.966,649,1814
prmtczrk,0.608,0.163,11,157
jjwaxork,0.549,0.353,488,1522
kcmgdhzw,0.113,0.377,805,1461
yqbnskrp,0.728,0.672,404,1047
leipasbi,0.966,0.744,74,464
qkwscwqf,0.524,0.547,757,1316
dzoqtzwo,0.94,0.168,121,1099
kxqaqeyn,0.475,0.038,557,1971
zssskszv,0.468,0.093,372,1322
yqciwacq,0.974,0.234,418,763
squsjpsd,0.62,0.794,852,1705
nomecsqc,0.372,0.991,341,433
rtgsutvl,0.641,0.658,374,1763
uouthhor,0.837,0.393,183,1139
wyltzzon,0.627,0.595,836,1304
fktbxasz,0.92,0.703,447,1991
hnbgeluq,0.674,0.218,821,864
rrqlpsof,0.074,0.848,482,706
lpadnjhg,0.646,0.734,550,1849
tlmorkqw,0.508,0.084,179,1247
ngtjcobt,0.974,0.315,397,403
iwzacrkb,0.943,0.071,424,1147
umbhdhqk,0.009,0.155,881,1693
zxsqnmdo,0.509,0.236,954,1013
ztcvlqle,0.953,0.308,213,417
ifxxhrhs,0.162,0.967,957,1677
xkqaedwy,0.423,0.111,20,854
jlujvuzh,0.812,0.8,847,1415
sfixvkkl,0.091,0.308,160,280
etcfvcqc,0.872,0.278,97,899
hlvwrglq,0.727,0.87,768,1685
vrcudvvb,0.698,0.945,794,1160
tvbgdpni,0.067,0.23,830,1333
nysuuihb,0.083,0.898,856,1124
jldxujnk,0.927,0.498,200,1187
tzcvcvek,0.177,0.551,986,1444
mzmvcral,0.104,0.608,87,1652
gupprdos,0.542,0.014,891,1036
tnstrpae,0.351,0.064,292,1447
bgbvkjcq,0.95,0.189,412,609
tazqjenu,0.268,0.048,582,1851
nlkhxbaa,0.302,0.865,602,685
xhsyqgcs,0.898,0.454,962,1689
wzlksrwk,0.62,0.353,850,1312
hsfwpryq,0.526,0.125,553,622
ebvkvwrf,0.686,0.591,250,417
zxujbzjf,0.846,0.235,832,857
phesbvdh,0.429,0.232,224,852
uynoydxl,0.286,0.819,612,1843
njjdbnqw,0.572,0.816,651,933
gfdnzsxu,0.913,0.95,654,1480
urkacqap,0.705,0.869,930,1956
juhklgho,0.482,0.876,741,1614
afseoaue,0.904,0.864,180,1919
teyxtqph,0.12,0.778,178,292
skzsphfb,0.764,0.116,276,727
amhthymk,0.629,0.91,989,1469
iffluyzx,0.586,0.287,878,993
tukdyosk,0.229,0.757,354,1385
utcnyuuc,0.747,0.201,736,1014
yddbpbpa,0.974,0.298,854,1089
xfayhwzn,0.355,0.584,219,1389
sxzeqplq,0.833,0.076,848,1896
gpjucjnm,0.907,0.495,510,913
mhkurguy,0.722,0.05,80,261
akdzkurb,0.166,0.072,63,1729
vywwovdc,0.397,0.645,129,720
kxkfspos,0.085,0.379,744,1912
yswfaupp,0.133,0.076,786,999
mnxocduy,0.847,0.897,96,715
xarddnxp,0.75,0.845,701,1188
notpcehs,0.564,0.228,135,1195
igqqavbo,0.273,0.798,782,1176
rigvqneh,0.847,0.698,243,1439
cxxqktin,0.03,0.022,375,1043
amgvhxxl,0.914,0.589,251,1662
kwjhyqhb,0.676,0.089,295,772
oxcdpdym,0.321,0.924,789,1876
bfjyaqpl,0.319,0.58,824,1824
xtuftvyl,0.369,0.829,887,1833
sjelejrc,0.863,0.53,362,1330
wyxnpmss,0.494,0.23,397,590
ratznqta,0.191,0.662,848,1138
qlvnkyuv,0.808,0.059,217,589
dvhhgrnz,0.323,0.272,30,1721
hmqdfvmm,0.226,0.915,668,1584
iermettq,0.991,0.365,227,351
xsutcktz,0.306,0.178,727,1632
lcniptgw,0.03,0.486,261,426
xjxhtlbr,0.009,0.243,564,1831
mqiahfah,0.274,0.809,425,1214
qxsgcbbi,0.23,0.812,283,977
ijvipaad,0.376,0.754,727,1918
msiheoyc,0.286,0.886,657,662
wmndwyox,0.835,0.373,186,434
akjaylsj,0.778,0.737,420,1070
mkiagwfk,0.372,0.474,207,377
rbhymbpy,0.521,0.835,196,1588
bjjhzzbe,0.269,0.269,128,912
switkaju,0.151,0.116,527,576
kxzvyygc,0.513,0.347,655,839
binxrybs,0.471,0.997,611,622
muwsahti,0.284,0.108,656,1976
zwopgmzj,0.962,0.623,692,1467
greoyqpf,0.04,0.152,325,1252
itguwlxh,0.338,0.146,950,1661
mvhvuhjc,0.977,0.966,877,1867
hymxlxxy,0.165,0.516,15,577
nzcktjvb,0.11,0.151,722,993
tzievmzq,0.827,0.17,18,1752
urqhlhco,0.556,0.991,644,1370
itcmyvwg,0.173,0.325,443,1808
kvfsikkb,0.39,0.551,240,438
rwsdyioe,0.645,0.064,725,1738
gbukgpwm,0.434,0.605,204,334
zncvpcoe,0.745,0.946,180,712
zofiovda,0.405,0.54,70,1815
tpqqcrpl,0.476,0.905,781,954
pjjzaazv,0.568,0.178,444,664
jdrsatzp,0.082,0.828,709,1074
sgadlgia,0.261,0.005,924,1645
tfqgeozq,0.561,0.28,443,1261
rdajkxku,0.515,0.022,570,1913
knbpbguk,0.424,0.305,835,1314
upuahizw,0.904,0.316,122,231
cpckjoet,0.128,0.625,406,525
pnjbzwop,0.208,0.217,540,797
ggjnnkqi,0.409,0.985,850,1579
nbgkxnlq,0.946,0.311,343,465
hffbbfti,0.859,0.805,86,383
dfvqiwwg,0.309,0.473,406,1447
qwnwcupe,0.136,0.456,554,870
hblpquvh,0.818,0.014,133,776
hagnmgew,0.866,0.081,548,1473
yjkpcsiu,0.653,0.119,114,1058
pgncycnu,0.607,0.003,740,1059
rqehrvji,0.386,0.775,376,1215
ifylvtfw,0.506,0.764,582,813
jdhjxqdl,0.731,0.228,362,1627
vuxhxcdj,0.848,0.626,101,1637
ivgdpmnf,0.278,0.879,4,725
enqltvxv,0.199,0.22,344,527
mhjcrlrq,0.693,0.444,155,502
dxldvjqb,0.008,0.702,959,1594
zfdrcbxu,0.512,0.746,691,1943
xvjzaleh,0.846,0.824,813,1339
zlztetpm,0.98,0.32,605,1755
towbaqhn,0.419,0.089,144,1911
pqsonbet,0.395,0.724,841,1164
hkyypzoc,0.082,0.034,924,1135
aczwsjhi,0.854,0.133,365,1034
aushobet,0.56,0.369,675,1223
utvtqeyw,0.569,0.16,484,1795
osrrlamq,0.343,0.898,780,1573
vbberzpx,0.992,0.532,735,1244
ucuyvafk,0.051,0.751,284,1717
ncoqgnui,0.368,0.994,247,261
huuglaec,0.28,0.729,704,1545
phhgtnzw,0.729,0.452,235,1630
drjubdgh,0.728,0.747,707,1538
heqtsvzb,0.945,0.626,200,1337
oxzslmjb,0.913,0.932,778,1752
gtjvxnia,0.573,0.569,233,1245
hwlyzyuo,0.63,0.845,580,1879
anmzyqrn,0.097,0.167,310,1076
ylegfwrg,0.402,0.634,387,1568
iyaxtxjs,0.303,0.11,406,1229
dajbxxvp,0.192,0.457,519,786
qzbjsvyl,0.861,0.035,701,833
wtbydion,0.175,0.201,381,713
sqvwcuua,0.997,0.98,973,1517
slekvmbr,0.647,0.543,965,1938
afzeonqf,0.103,0.117,525,630
maarphbh,0.561,0.431,561,1650
iacdtuds,0.44,0.907,789,1032
zhtdguls,0.724,0.777,825,1044
tcifrnji,0.375,0.471,319,1051
qwuxxhwq,0.328,0.595,221,1485
wxmvrecg,0.652,0.023,667,1908
yvtoszhk,0.069,0.875,225,1421
hykmexbu,0.788,0.567,817,922
hrpsmukp,0.778,0.206,617,1404
frwiqsqx,0.144,0.411,711,1629
fvfrcuid,0.112,0.414,148,1444
nmnfpfet,0.525,0.297,560,649
ayrcecxp,0.014,0.514,490,1378
uvqkqega,0.829,0.925,556,1783
yftfxywh,0.581,0.568,855,1567
nstsoerd,0.358,0.499,254,969
