name,x,y,time_in,time_out
pmvsovjz,0.146,1.0,898,1027
rrnblnni,0.12200000000000003,0.728,916,1400
jpcqrsfz,0.12500000000000003,0.725,272,1033
lxauuenk,0.725,0.12500000000000003,234,560
jwjypsbn,0.906,0.244,416,790
qwzgshgu,0.263,0.587,416,1977
tapvaspz,0,0.942,252,297
gtefvxaz,0.43299999999999994,0.417,157,240
ybpddnxt,0.089,1.0,824,961
xpcbsztv,0.17200000000000001,0.978,584,1388
xjdzbeql,0.126,1.0,553,1283
axcsxszw,0.076,0.774,484,1164
vquszlsy,0.19899999999999998,0.651,535,1483
efxggjcs,0.811,0.33899999999999997,267,546
kofnnhgw,0.699,0.15100000000000005,791,1893
wbwcdrty,0.88,0.27,534,1420
pexpwuoh,0.095,1.0,435,1811
atwjbwpi,0.138,1.0,307,402
hulkohoh,0.25,0.6,757,1694
aslzvenz,0.553,0.597,344,504
mhhyyamr,0.627,0.223,682,1372
ampcvojd,0.273,0.877,327,1389
tpqyjxxm,0.038,0.8119999999999999,388,1199
ijbgsnwh,0.43499999999999994,0.415,491,731
cxxjpjkn,0.456,0.6940000000000001,536,1145
unymxikt,0.416,0.43400000000000005,125,1667
hzqjjlib,0.56,0.59,645,1777
ycphchqc,0.4580000000000001,0.692,326,1156
fbuvaqsi,0.18500000000000003,0.965,853,1956
ivdsfkcv,0.646,0.204,45,1505
ctajnfxq,0.313,0.537,80,97
zdlcgbqf,0.644,0.206,716,1769
wekdofxt,0.5810000000000001,0.569,289,1120
puvxxfrk,0.716,0.13400000000000004,271,1652
afbbljhr,0.8,0.04999999999999996,640,1434
afsvbzis,0,0.945,174,313
qgrwbguk,0.45300000000000007,0.697,829,996
kdvlbroe,0.34299999999999997,0.807,918,1226
yxdxauja,0.477,0.673,240,1972
qxqxhbxa,0.729,0.421,697,1003
cwzikgcl,0.18700000000000003,0.963,624,1520
hijdxyku,0.622,0.228,344,1305
bnyumunl,0.34099999999999997,0.509,9,254
qwajdtfk,0.411,0.43899999999999995,616,1651
uepvfxzd,0.479,0.671,680,1546
zdstiblp,0.99,0.16,891,1055
hjxmhoxo,0.44699999999999995,0.403,933,977
icattqkh,0.24699999999999997,0.903,621,1059
knuwxksk,0.389,0.46099999999999997,771,1997
wleylyaz,0.911,0.23899999999999996,841,1927
qpncoubw,0.652,0.19799999999999998,370,784
agykqduk,0.4049999999999999,0.445,726,1761
lcnpvibd,0.284,0.866,962,1322
uptjfxqh,0.8430000000000001,0.307,226,1249
ofyaojna,0.24400000000000002,0.606,436,1971
zttjiwqj,0.733,0.117,970,1544
cclutrwr,0.977,0,23,1715
ysqvzrsw,0.916,0.234,234,1791
pijplcfp,0.691,0.15900000000000006,166,1520
hebtasxv,0.78,0.37,18,1388
yhzmqrdv,0.494,0.656,285,1150
jhfkexhc,0.15300000000000005,0.697,44,217
tcadsszc,0.466,0.684,323,534
qutcwcil,0.862,0,361,1480
gqplxcwh,0.423,0.727,588,1657
yzhdfjla,0.607,0.243,204,1753
hzhtcimw,0.10700000000000001,0.743,559,1593
yeaardrm,0.613,0.237,5,176
yovmmdpk,1.0,0.014,411,732
hxxdshyv,0.36,0.49,157,1707
txisuscm,0.8230000000000001,0.327,732,1672
fhvevgdl,0.77,0.07999999999999999,976,1822
ccwdiczu,0.67,0.17999999999999997,1,131
tcbzcevb,0.958,0,74,401
jynchrwc,0.381,0.469,158,509
ipdouvwz,0,0.872,481,1150
djepkkky,0.472,0.378,841,1283
rdlndstj,0.373,0.477,598,1026
silgzxrf,0.356,0.494,254,1515
enzrmfrm,0.623,0.227,765,1669
hnpurqtx,0.843,0.30700000000000005,998,1910
lcsjjtmi,1.0,0.022,187,1409
igoxclqq,0.43699999999999994,0.413,730,1650
jjwrxhhk,1.0,0.048,532,1831
zujgdnqa,0.667,0.483,343,734
wbocpuej,1.0,0.135,761,1411
jnnzpiqy,0.996,0.154,320,1097
kkjgessf,0.219,0.631,642,1140
umgxxvbd,0.06299999999999997,0.787,994,1308
ztsjsjnu,0.351,0.799,456,749
jkwidnkh,0.39,0.76,549,1017
vqyhqhdu,0.13800000000000004,0.712,415,1303
waowbsyl,0.824,0.026,896,1190
kdypiydy,0.43,0.42000000000000004,466,1170
qmlrixsg,0.277,0.573,259,1977
jewkkqaz,0.5399999999999999,0.31,568,600
ddmgkrqf,0.649,0.20099999999999998,356,978
adzyfusq,0.709,0.141,620,1623
tmfbjmyi,0.029,0.821,858,1501
yajilfct,0.46299999999999997,0.387,572,1089
qtefsbfp,0.671,0.479,756,1372
jxmgohjq,0.17300000000000001,0.977,867,1635
vdquieji,0.314,0.5359999999999999,602,1474
nvpiuaoc,0.924,0.226,329,596
scryjgmw,1.0,0.068,90,417
pkqaljpr,0.479,0.671,659,1209
fsgmezfw,0.35,0.8,932,1324
yhyeyiwr,0.173,0.977,918,1849
ifwivgvr,0.8390000000000001,0.311,229,1556
raffbsix,0.383,0.767,693,1855
myulzcdn,0.351,0.799,91,217
mkuhxvjn,0.904,0.24599999999999997,616,1674
jihmwtvt,0.597,0.553,78,831
tlbwgrgk,0.674,0.476,170,1581
bcmkptyo,0.771,0.07899999999999999,859,1422
jynufmnw,0.819,0.33100000000000007,216,1554
gdhkaolm,0.834,0.016,766,1757
wgvhqdch,0.386,0.46399999999999997,41,278
knzficpz,0.052,1.0,781,835
bjvbuohg,0.7320000000000001,0.418,972,1066
qpvashaq,0.261,0.589,629,1634
rsvrpyzd,0.136,1.0,826,922
ewungvbw,0.222,0.628,112,747
dwhiigcy,0.173,0.977,828,1225
jtjoxkkn,0.0020000000000000295,0.848,780,1186
nkcbmjdu,0.333,0.517,711,1329
ulglnzvu,0.47,0.38,573,1989
qernuusy,0.629,0.521,605,1129
rfiyhwwe,0.3330000000000001,0.817,445,1885
wxbgbphd,0.691,0.4590000000000001,371,1802
cojlgful,0.367,0.483,897,1168
lvhcxhkd,0.6769999999999999,0.173,327,1479
hqhykclx,0.117,0.733,814,832
gxlywrui,0.16299999999999995,0.687,81,293
wxtttwou,0.65,0.19999999999999998,963,1735
xawnkaqj,0.12900000000000003,0.721,842,1786
egpyljrq,0.922,0.228,823,1779
wasqvcct,0.387,0.46299999999999997,619,1796
paazyypu,0.46,0.39,80,211
lhrpwvqj,0.43099999999999994,0.419,920,1259
xdrdetxz,0.453,0.3969999999999999,732,737
jmvxivdj,0.615,0.235,639,1606
tjxyqfrj,0.858,0,902,1857
dkssucrb,0.561,0.589,890,1379
odegrwsu,0.209,0.641,740,1943
pesutdkb,0.213,0.637,314,1383
ifncqlqz,0.635,0.515,682,1234
toeqbnip,0.404,0.746,25,495
nepwwiza,0.677,0.17299999999999996,969,1491
ktnmflym,0.734,0.116,375,474
ygirccpy,0.1,0.75,499,1991
hvzdkvuc,1.0,0.047,353,1782
sydsppak,0.762,0.088,323,980
nrywhrow,0.194,0.656,827,1073
yrvibzep,0.7320000000000001,0.418,45,209
pfyskbem,0.504,0.646,272,850
kghpwqkz,1.0,0.012,2,1143
rysxmjgd,0.971,0.17900000000000002,535,1836
zzkotazz,0.387,0.46299999999999997,432,773
fucwmoje,0.29799999999999993,0.552,429,1849
zwempgks,0,0.936,430,1496
msnvqcah,0.717,0.133,261,366
vrbhyshr,0.644,0.206,469,837
yyxyezuw,0.9540000000000001,0.196,19,696
gjmhtpgx,0.186,0.664,813,1908
qqgmbebb,0.003,1.0,483,661
xqjuiunj,0.911,0.23899999999999996,266,728
ayabsvxy,0.824,0.32600000000000007,414,1265
ciksempn,0,0.91,77,1506
shphrxxe,0.692,0.158,627,1184
ljyxhifx,0.43200000000000005,0.718,570,1329
siofhqng,0.048,1.0,865,1249
tmbpehce,0.383,0.46699999999999997,756,1933
erflcazk,0.31499999999999995,0.535,434,1737
ickfefod,0.183,0.6669999999999999,571,1682
gqxdmxib,0.209,0.641,914,1388
xyyzojsq,0.22499999999999995,0.925,381,1784
jjqfylar,0.7240000000000001,0.426,975,1671
sdqczqbw,0.903,0.247,860,1552
lfjxstok,0.405,0.44499999999999995,628,1939
swxxgwip,0.364,0.786,628,863
qesucrzc,0.617,0.533,47,1058
ogwrkpar,0.11500000000000002,0.735,610,1562
wbhodrzp,0.484,0.666,546,1593
ynqftejj,0.807,0.34299999999999997,570,1023
vgbucrbj,0.43000000000000005,0.42,430,671
vyhadokx,0.691,0.459,146,1155
ubmnrnvb,0.923,0,122,1055
uliflupw,0.763,0.087,331,493
iulukmyd,0.165,0.985,932,1438
asogksme,0.521,0.629,978,1375
fhnsrgot,0.166,0.984,700,1359
gtqesoom,0.13400000000000004,0.716,159,753
phmgpfhe,0.551,0.599,496,1203
wvintejg,0.23,0.62,531,1685
ztjlevkh,0.374,0.776,110,1031
rrcqwthw,0.9600000000000001,0.19,887,1855
lrhrwigr,0,0.859,326,1705
fvzdfflk,0.543,0.607,343,1624
zvrrgubw,0.345,0.505,586,1821
lqesrawi,0.329,0.8210000000000001,217,1026
kenlidqf,0.642,0.208,105,1844
lvtamodp,0.918,0,875,1190
ushbceyr,0.418,0.43200000000000005,439,1822
ocsfmzjk,0.932,0,595,1464
eqmizirc,0.478,0.372,611,1902
mdbwoylj,0.891,0,132,1437
zrrmuanh,0.5339999999999999,0.316,639,1566
hxdrixni,0.701,0.149,849,1064
ekidxjol,0.03700000000000006,0.813,688,1657
pxucunvm,0.049,1.0,991,1617
cyeyetsw,0.252,0.598,562,958
zhhrrkks,0.915,0.23499999999999996,906,939
vfunvetn,0.397,0.753,414,1555
abdanbid,0.191,0.959,791,941
jzumqhws,0.511,0.639,73,1320
qltjltta,0.555,0.595,63,1181
wmpsayoc,0.963,0.187,704,775
trhkjbqr,0.665,0.485,664,742
vccgllbp,0.634,0.216,850,1100
jsmsloxl,0.654,0.19599999999999998,850,1749
gepdwqoj,0.644,0.206,33,328
jjekjwoc,0.21899999999999994,0.931,552,1276
qedwjemo,0.19200000000000003,0.958,808,1531
eogpfqfz,0.347,0.503,695,895
xgxpswow,0.304,0.5459999999999999,161,434
lpaxxwxp,0.03899999999999995,0.811,220,1646
mhexnblx,0.31000000000000005,0.84,803,826
bczpevlo,0.7140000000000001,0.436,55,1509
jrczjtbo,0.799,0.05099999999999996,132,667
wjwezlqy,0.433,0.717,860,1004
fopcsgyp,0.01300000000000004,0.837,952,1466
edfoiznh,1.0,0.126,571,1006
wmyxaxug,1.0,0.005,44,1565
wpzyupxz,0,0.918,382,1834
vttydudx,0.467,0.3829999999999999,859,1590
rvhiwrdd,0.592,0.558,612,1252
kdhapmjm,0.488,0.362,737,1095
rlusizqy,0.9400000000000001,0.21,643,684
lfpzdhsr,0.475,0.675,64,919
luexeraq,0.769,0.381,939,1086
tqaannxm,0.83,0.32000000000000006,391,1929
nbfvghfq,0.729,0.12100000000000002,974,1099
ldmtyxvg,0.302,0.5479999999999999,477,1740
cjirzijx,0.617,0.233,630,1966
dxwybuxa,0.853,0.29700000000000004,518,753
hijiotgq,0.612,0.538,232,1268
pbaknkrz,0.119,0.731,715,906
zsomzzab,0.362,0.788,549,979
brnxcqah,0.634,0.516,698,1183
inkgubbr,0.835,0.015,457,888
kbwiflaj,0.205,0.645,807,864
pmbzpgqh,0,0.853,140,1109
obwalszm,0.266,0.884,808,1096
noxlobrz,0.42000000000000004,0.73,598,1816
gxuhsvoj,0.45399999999999996,0.396,460,1672
djfbewqp,0.583,0.267,588,1686
hurihurd,0.127,0.723,694,1386
zashwkqf,0.514,0.33599999999999997,646,667
hwhfxfcl,0.236,0.914,442,1135
odvllfsr,0.101,1.0,332,1819
jrcjxtdb,0.31999999999999995,0.53,868,1121
kivokwro,0.655,0.19499999999999998,824,1615
xdqorvhl,0.774,0.076,604,609
zzqkccja,0.15100000000000005,0.699,100,575
rauxtuqp,0.377,0.773,916,996
uiisxnee,0.344,0.806,855,1816
butmywez,0.274,0.876,180,1153
kambkpvh,0.673,0.477,217,1236
mpyecgft,0.331,0.519,387,1316
hlzqqwov,0.494,0.656,603,1244
mfbkjefw,0.9760000000000001,0.174,821,927
zyihfqwu,0.549,0.601,462,1556
qkyqrfrz,0.579,0.271,793,1480
apqhyqwd,0.668,0.18199999999999997,969,1870
adybgvan,0.7799999999999999,0.07,281,1764
zkncjkwg,0.612,0.538,699,1403
vdbjixvl,0.151,0.699,151,405
isfhuxwa,0.603,0.24700000000000003,763,870
uuuogkxw,0.347,0.503,500,1291
ruzalodu,0.406,0.44399999999999995,912,929
ydhfocks,0.837,0.01300000000000004,453,1234
asehgxxs,0.26,0.89,256,1991
gawobsgv,0.79,0.36,198,1150
jodmftha,0.161,0.989,382,1031
odbikzit,0.049,1.0,721,1833
vpkxsofb,0.152,0.998,394,572
blvefrpz,0.657,0.19299999999999998,963,1955
kqonswyy,0.278,0.572,416,1086
glcrzbnq,0.224,0.926,604,889
tbvulxpb,0.482,0.368,53,1728
armhzcfg,0.58,0.27,47,896
jmsymlcb,0.961,0,696,803
ykalplmk,0.063,0.787,566,1702
mpkxljud,0.15200000000000005,0.698,808,1082
kuzusrtk,0.4089999999999999,0.441,208,1397
tizpeqbx,0.19900000000000004,0.951,776,1628
diybsxcp,0.02500000000000005,0.825,596,1358
opykestm,0.752,0.098,737,1695
nltyyyxk,0.85,0.3,301,422
vqvmssbt,0.221,0.629,805,1995
rtnnbwcq,0,0.852,788,1166
cjwvvxjf,0.963,0,82,754
nhcszqyw,0.234,0.616,602,750
gdnmhnec,0.491,0.359,607,1054
esrbumzn,0.395,0.755,407,1492
tzgzvywh,0.747,0.403,133,345
qicvcyxq,0.259,0.891,705,1430
lplefgyl,0.982,0.168,853,1864
ajyjrqxz,0.43,0.42000000000000004,329,1106
btwpcfmt,0.623,0.227,196,321
ixypjlfx,1.0,0.147,717,1114
wheqhnir,0.487,0.363,705,711
umudgndt,0.853,0.29700000000000004,731,904
jmbywewf,0.31999999999999995,0.53,967,1578
mtvjitjz,0.792,0.358,653,1872
mhmjnrov,0.391,0.759,148,447
jieqqcli,0.355,0.495,84,1187
lbobizrw,0.3350000000000001,0.815,261,1373
aaeesltd,0,0.969,445,1004
zcbzvnla,0.256,0.594,102,1540
fkqqmvkn,0,0.903,744,1330
appuplks,0.826,0.024,897,1809
eojlihdn,0.655,0.495,708,1526
raojakqo,0.3889999999999999,0.461,160,1493
xhzheypj,0.959,0.191,36,954
hemtxqzm,0.073,0.777,917,1320
omrwggak,0.825,0.32500000000000007,14,1577
gnjzvouz,0.903,0,664,1668
ivmwpcwy,0.755,0.095,281,1644
cwzznras,0.555,0.595,949,1979
dsnmrntz,0.932,0.21799999999999994,870,897
innkrssw,1.0,0.064,604,648
aebhivhz,0,0.955,16,726
dpxdtcte,0.376,0.774,609,1589
qdgxxgdu,0.239,0.611,490,1795
jxeewqsn,0.972,0,674,1710
ggizdxzb,0.373,0.477,874,1563
hffjpxmh,0.562,0.2879999999999999,207,330
lysqstde,0.536,0.31399999999999995,295,1781
qiktnfmj,0.22399999999999995,0.926,553,1379
uwoaybes,0.347,0.503,457,1920
orgxftxm,0.482,0.668,326,1539
xnbkzblh,1.0,0.114,602,1205
aqfjatyj,0.596,0.554,421,1245
hybdgqcb,0.178,0.672,456,1046
xsvqpxwz,0.507,0.643,500,1112
glolmbgu,0.335,0.515,549,1350
oixxsapo,0.44,0.41000000000000003,123,1622
ajeaabun,0.3909999999999999,0.459,140,380
sgxmnmbh,0.363,0.487,889,1308
dcjotvrh,0.259,0.591,260,272
xdzeietc,0.031,1.0,621,695
sdmycelx,0.195,0.955,797,963
khrhfuok,0.477,0.673,915,1404
usdukkel,0.396,0.45399999999999996,301,1532
fggfzhwp,0.978,0,55,496
wnyqigyj,0.618,0.532,661,741
lxhayrxs,0.8590000000000001,0.291,572,1821
dzeupxih,0.978,0.17200000000000001,263,807
wuiywddg,0.805,0.345,474,864
pqfubohv,0.8530000000000001,0.297,220,1821
uhvhfdff,0.934,0.216,779,1211
crhzolef,0.77,0.08,463,1868
baifzvws,0.616,0.234,427,900
ijoietyq,0.632,0.218,962,1928
skqefock,0.202,0.648,350,1379
lwxjtetb,0.728,0.122,571,867
ghdzsvvh,0.507,0.343,618,1958
laykvspz,0.897,0,478,918
pbeuirzd,0.8099999999999999,0.04,561,594
yweuejoy,0.425,0.725,239,590
ywtorthu,0.359,0.491,545,1460
ynaelvqe,0.805,0.345,738,1762
ghuqhwen,0.345,0.805,585,1022
rfsggahq,0.228,0.622,483,1928
wxkgrjel,0.166,0.984,688,695
wchwxtfk,0.537,0.31299999999999994,158,1585
sdbgibqt,0.535,0.615,200,1712
kqbhdwuy,0.646,0.204,262,651
iwbixmlu,0.325,0.8250000000000001,547,1748
nlomspns,0.705,0.44500000000000006,413,1161
jsqdravo,0.206,0.9440000000000001,875,1963
mcaaouoh,0.16899999999999996,0.681,676,854
kpthounl,0.113,1.0,726,1283
hiivbawt,0.806,0.344,944,1779
ogohuqph,0.707,0.44300000000000006,845,920
xdtrigyq,0.42800000000000005,0.722,414,790
tugwjjlr,0.577,0.273,514,1281
huopwogl,0.18899999999999997,0.661,750,1262
ztqpdvxy,0.746,0.404,418,1856
wnwmnvtn,0.632,0.218,981,1126
uxfpdwjb,0.839,0.011000000000000038,504,1559
afbaeonu,0.124,0.726,403,1913
eenafdcr,0.154,0.996,466,1873
icwdntuj,0.736,0.41400000000000003,890,967
enggeost,0.267,0.583,805,1165
eyqedqpf,0.747,0.403,929,957
ntoeaxii,0.03,1.0,574,1707
iednizth,0.65,0.5,877,1562
ximzsebi,0.605,0.545,795,1406
ubmtooms,0.882,0,35,342
rndtdusl,0.103,1.0,490,1000
fcxgceqj,0.052,0.7979999999999999,400,1682
ouptbcnk,0.007,1.0,455,687
mmonxofe,0.899,0.251,541,1736
djednqor,0.772,0.378,203,567
oxzkvutr,0,0.915,784,1590
mkhgpxfy,0.14800000000000005,0.702,824,1197
kmxyxscw,0.563,0.5870000000000001,324,1340
mnevhfqk,0,0.919,877,1535
jdufmnix,0.771,0.07899999999999999,875,1724
smoetbaz,0.887,0.263,135,635
xjscjskw,0.15500000000000005,0.695,226,380
rsrzanqr,0.599,0.251,646,674
gxuhslui,0.567,0.28300000000000003,587,1483
baelxhky,0.227,0.623,567,1107
rzuhwhgd,0.957,0.19300000000000003,580,811
jvgzawga,0.003,1.0,721,1391
wblwdobq,0.351,0.499,910,1142
inrlcxxp,0.659,0.491,600,636
fvedfbot,0.316,0.5339999999999999,768,1332
zrsfufro,0.635,0.515,802,1050
bmwjytpz,0.40700000000000003,0.743,762,1463
oldypjsj,0.362,0.788,63,1188
vxwswley,0.603,0.547,697,1258
eeepvcdm,0.361,0.789,398,874
tbfbnqdh,0.203,0.6469999999999999,218,1567
gcbnigtw,0.983,0,471,1028
qwmyylux,0.898,0,628,837
hqfszeiz,0.07099999999999998,0.779,544,1053
ukjdljfv,0.268,0.582,953,1591
axdzsnol,0.38,0.47,352,469
sjrceahm,0.347,0.503,91,1504
qqopesck,0.46799999999999997,0.682,233,477
lftagaem,0.943,0.20700000000000005,829,1759
ountjnjt,0.896,0.254,26,1731
ociapwvl,0.04,1.0,170,577
pqzadssw,0.375,0.775,643,1120
frcrglhx,0.8630000000000001,0.287,196,432
xwsnxywx,0.06199999999999997,0.788,993,1908
yeodkxag,0.732,0.11800000000000002,385,1165
jkgnzjdf,0.758,0.092,693,971
ojxqdhnq,0.505,0.645,803,1048
rgrrvqhu,0.563,0.28700000000000003,910,1824
gfovioyb,0.5670000000000001,0.283,674,837
ntdhtpzb,0.827,0.023,941,1242
aivxcrbg,0.319,0.531,831,1701
oldkngis,0.23499999999999996,0.915,299,1258
jfdiejzn,0.542,0.30799999999999994,30,1864
egbeefpb,0.757,0.393,823,883
qtmbnkqt,0.921,0.22899999999999995,579,1399
dafclhqb,0.264,0.586,664,1328
noyvhqyx,0.715,0.435,769,1131
zuaxbydz,0.20500000000000004,0.945,674,1337
zgoczdhe,0.45500000000000007,0.695,264,1580
firyswjg,0.30699999999999994,0.543,506,599
ypbzivtb,0.821,0.029,564,1932
jserpeda,0.45099999999999996,0.399,845,1116
ydndgcrk,0.57,0.28,854,1602
jxmjfgan,0.212,0.638,267,810
uzwscuol,0.566,0.284,693,1313
kzyexwfd,0.43400000000000005,0.716,586,837
xnsaviub,0.344,0.806,45,1108
utzseith,0,0.857,598,955
ghdcrdcw,0.119,0.731,447,588
fixufymt,1.0,0.13,793,1234
zbqlftje,0.735,0.41500000000000004,326,1954
bvlnzery,0.88,0.27,178,1854
faezambv,0.464,0.686,197,1648
rqxmysxp,0.16,0.99,947,1259
