name,x,y,time_in,time_out
jbkesesv,0.18600000000000003,0.964,957,1584
ponczgls,0.044,0.8059999999999999,571,847
amxgjrpm,0.891,0.259,101,1724
ajlaihyx,0.351,0.799,76,687
oteqwtuo,0.836,0.314,808,1870
wbpzffsd,0.716,0.43400000000000005,974,1896
mbnzibkr,0.877,0.273,320,969
bfazcctf,0.28,0.57,967,1284
odibyrhh,0.263,0.587,688,1176
jsgzsszu,0.77,0.08,240,1514
vbuhkpsv,1.0,0.01,727,1650
pketlzgf,0.521,0.629,246,841
kxuzwikx,0.15300000000000005,0.697,664,1053
cbdgagtf,0.14600000000000005,0.704,609,632
mhjhoaok,0.539,0.611,952,1490
dgjjysne,0,0.881,915,1117
ivukhhxg,0.84,0.31000000000000005,557,1731
jkshhyuz,0.181,0.969,945,1823
dttisyys,0.273,0.877,931,1943
vffzfwpf,0.659,0.491,465,1982
cxzxbmkc,1.0,0.139,454,1008
gxfycqzi,0.607,0.543,972,1568
quhmvzyi,0.888,0.262,307,1800
lchfbnwj,0.6829999999999999,0.467,859,1515
qrwpibdm,0.661,0.489,872,1924
loluhgdr,0.602,0.24800000000000003,427,1882
dscmxpsh,0.879,0.271,119,1416
prmqvcwn,0.396,0.754,245,1092
nbegpiwn,0.037,1.0,167,1800
onwbmbqy,0.913,0.23699999999999996,179,344
mahqfgvy,0.54,0.30999999999999994,326,771
jlnpconw,0.12,1.0,89,1970
nrfjxfsl,0.848,0.0020000000000000295,823,935
lndfqdho,0.999,0.151,557,657
vbcdisyt,0.42699999999999994,0.423,373,695
mdyzbrty,0.989,0,978,1055
kzfwrtii,0.534,0.616,661,1293
cepcfpmx,0.549,0.30099999999999993,755,1203
vowxfhke,0.007000000000000034,0.843,477,1242
tudsycpn,0.868,0,909,1816
ndpgiyyi,0.15400000000000005,0.696,318,447
kuqjupxw,0.393,0.45699999999999996,18,1651
drbwxsga,0.715,0.43500000000000005,677,1591
gsogqbqd,0.929,0.221,857,957
babycwoo,1.0,0.037,903,1750
kiryqdjs,0.387,0.46299999999999997,792,1065
pcactbyl,0.01300000000000004,0.837,305,1126
dbegvtyg,0.108,1.0,739,1149
gsrfusuy,0.785,0.365,656,1346
ncoyhqvr,0.986,0,138,140
mrgfdvli,0.809,0.34099999999999997,80,457
hgertxui,0,0.972,610,1937
jhjfllbt,0.392,0.45799999999999996,92,1209
qpspazcf,0.6829999999999999,0.467,39,819
gqflqtde,0.809,0.34099999999999997,845,1329
ahbgtoyw,0.19499999999999998,0.655,176,797
szgoelvc,0.44499999999999995,0.405,845,1380
vygwmkiv,0.30499999999999994,0.545,79,1212
qkljusgg,0.199,0.6509999999999999,108,857
juwexlbq,0.344,0.506,666,1722
mgayaeod,0.42600000000000005,0.424,730,784
hwxkjghn,0.925,0.22499999999999995,876,1487
lkyycutx,0.593,0.257,913,1134
dsfgxrcm,1.0,0.022,773,1484
syfwbgmd,0.756,0.094,160,1491
svlvxulm,0.608,0.24200000000000002,245,862
xmbqjbiw,0.862,0.288,527,723
aqmstrsw,0.19100000000000003,0.959,333,778
lpwtstzi,1.0,0.06,498,665
bnoeosib,0.332,0.818,112,390
ryeveosf,0.0030000000000000304,0.847,317,974
deuixkij,0.886,0.264,839,841
mdbstvsm,0.212,0.9380000000000001,761,1784
exwqpake,0.158,0.992,137,1544
nndtblww,0.6859999999999999,0.164,591,941
nbsqzyms,0.20199999999999999,0.648,564,728
ggrmwqpi,0.689,0.16100000000000006,355,670
hfgvxsbo,0.988,0.162,628,1628
wgtzrbqc,0.213,0.637,594,775
wmokkqcp,0.44399999999999995,0.406,588,1585
sbdrnamo,0.769,0.08099999999999999,792,974
czwfwcta,0.091,1.0,136,662
fgdpqjeo,0.595,0.555,940,1975
ezhikboy,0.108,1.0,454,1299
qzplaeau,0.296,0.854,296,736
ldrjodzt,0.387,0.763,375,412
wcaazzyk,0,0.953,319,580
gapgchtf,0.18899999999999997,0.661,108,998
xbhusoob,0.803,0.04699999999999996,363,1479
ipqomhlb,0.364,0.786,252,1403
odrplbxv,0.544,0.30599999999999994,536,561
jklqhvvo,0.5,0.35,594,1917
lqhkdwvm,0.779,0.371,305,947
whugvvwb,0.305,0.8450000000000001,271,1232
lbonzvzj,0.618,0.232,823,1603
zfiwntqd,0.20099999999999998,0.649,266,1381
qenurcgn,0.737,0.11300000000000002,800,1490
qddqjrnp,0,0.976,283,1601
pseqdqut,0.484,0.366,888,1052
afwmwnnm,0.547,0.603,381,935
brfcrlat,0.603,0.547,263,1433
jmkwehok,0.512,0.638,163,338
edacgmrq,0.978,0,876,1295
zkibqvrs,0.146,1.0,905,1745
azraxpza,0.731,0.11900000000000002,34,611
liwleqlo,0.415,0.735,808,923
ojkbfrcc,0.082,0.768,53,299
fiucdhrs,0.481,0.669,840,1634
fxxmgkdy,0.181,0.6689999999999999,33,1606
nxcttchi,0.741,0.40900000000000003,394,1973
duaorxig,0.10400000000000001,0.746,707,1558
aeculezt,0.389,0.761,437,1467
ffredtrt,0.398,0.752,31,737
lnxjgdce,0,0.93,724,1309
lplahsma,0.433,0.717,565,1849
crjnzvbg,0.772,0.07799999999999999,255,368
zpnhdzfi,0.417,0.43299999999999994,755,1958
bwmxjwqt,0.511,0.639,720,1393
nmxnkbkf,0.532,0.618,438,1120
xmisdioq,0.754,0.096,153,231
gddatyek,0.167,0.983,64,1856
ftswilao,0.025,0.825,879,1378
prdkjves,0.335,0.515,123,1866
vrnbnyus,0.973,0.177,311,1815
pwaxahcz,0.282,0.568,68,1361
kzomqvvk,0.266,0.884,314,1807
gfdjiqgz,1.0,0.102,357,1323
zrpmjlby,0.094,0.756,901,1491
oxykcndm,0.678,0.472,541,1052
zfbxdyqn,0.168,0.6819999999999999,69,542
spkfhzah,0.9,0.25,967,1881
nlhbopfi,0.6569999999999999,0.193,51,1524
dmcqljbv,0.6829999999999999,0.467,711,1693
etfslymq,1.0,0.112,25,1025
hdpqpbrt,0.096,0.754,284,1679
obpddfzz,0.783,0.367,555,1825
xnymqlyh,0.844,0.306,621,1909
vuzydddk,0.776,0.374,305,1994
bqgabols,0.09,1.0,856,1218
eplmgzek,0.19999999999999998,0.65,370,796
viwkykcz,0.787,0.063,114,404
sapmdzba,0.678,0.172,636,955
ymewysbs,0.206,0.644,958,1050
fwfunigs,0.703,0.147,401,1951
nqoviiso,0,0.921,490,696
dijjaacz,0.6980000000000001,0.452,437,528
knfekgec,1.0,0.089,383,1977
kspewbmg,0.703,0.447,551,1643
arpuhjwe,0.5660000000000001,0.584,708,1276
rdszrqup,0.16599999999999995,0.684,212,567
ofnzvfxh,0.296,0.854,8,1677
uafvgmom,0.496,0.354,194,214
rqojykpy,0.365,0.785,451,1051
gfeecwui,0.291,0.559,947,1570
rkvkaqwa,0.937,0,991,1461
kxjwyegv,0.929,0,522,713
afnverkj,0.19399999999999998,0.656,330,452
nocjrldc,0.827,0.023000000000000048,461,1104
kuxmqakb,0.41700000000000004,0.733,748,761
fbvimnwy,0.739,0.41100000000000003,479,1183
hzdsuljq,0.46499999999999997,0.385,122,1777
rshqtjye,0.212,0.638,194,1744
rcbzxjnd,0.255,0.895,608,1522
gjmfygza,0.995,0.155,675,1034
gqfqxhqs,1.0,0.018,752,1147
zyczdixo,0.07499999999999998,0.775,209,1130
xnumdfsh,0.5690000000000001,0.581,549,711
fnowokay,0.29399999999999993,0.556,568,916
fxqzsbyo,0.911,0.23899999999999996,955,1005
yxedfhrg,0.9410000000000001,0.209,197,589
nfjfscxe,0.727,0.123,506,1353
fivuilnh,0.161,0.989,816,1839
palaykzk,1.0,0.047,920,1408
olhzhtsw,0.792,0.05799999999999997,414,1611
igbjwtih,0.844,0.006,228,1636
weipbtdl,0.455,0.695,581,1170
cykzcawc,0.41200000000000003,0.738,863,1778
xakljmxm,0.317,0.533,810,960
bcafjjct,0.253,0.597,309,1309
mguqykck,0.112,0.738,643,1485
kengriqd,0.06999999999999998,0.78,927,1457
lycorcva,0.707,0.143,513,1985
rncewwww,0.719,0.431,782,953
hdaiowlk,0.41600000000000004,0.734,376,1938
swumskrt,0.23099999999999996,0.919,668,1919
mxqaiysh,0.289,0.561,503,548
izunglim,0.218,0.932,816,1069
wteemtqw,0.89,0,132,1339
pmcozuqi,0.806,0.344,834,1580
bssbanwt,0.582,0.268,92,762
ggyhppoa,0.73,0.12,532,1599
yjwhjcxh,0.273,0.577,273,524
comsvxuo,0.599,0.551,926,1511
ezzgfxhi,0.5299999999999999,0.32,409,1241
tthgxklz,0.668,0.18199999999999997,14,1038
bhpottys,0.82,0.33000000000000007,999,1793
phqxaieg,0.092,1.0,289,1086
hwgvvwrk,0.15100000000000005,0.699,953,1833
apezmdlv,0.244,0.906,235,515
xqjqicdd,0.44399999999999995,0.406,353,796
jqbioere,0.364,0.486,576,1732
aswznfsf,1.0,0.02,226,515
kvredsfz,0.06699999999999998,0.783,192,1246
gevzylbo,0.25,0.6,386,1171
zheexblt,0.254,0.896,343,1712
otmmrufl,0.445,0.4049999999999999,468,603
lrumxslr,0.023,0.827,569,1791
lquatmoo,0.783,0.067,263,1313
hwpiigpl,0.10500000000000001,0.745,848,1655
fwsqpdqq,0.906,0.24399999999999997,442,1268
ncrvjvvn,0.34199999999999997,0.508,538,713
pmwsfjsf,0.41800000000000004,0.432,144,1717
bdrsnmdg,0.306,0.5439999999999999,667,1087
yvdljxgo,0.152,0.998,169,1305
gxlpzjzc,0.19,0.9600000000000001,394,1756
gfmbjtxe,0.266,0.584,315,1333
rhukikgo,0.055,0.7949999999999999,454,908
kvzthbst,0.473,0.377,509,899
ktuhkrnj,0.24499999999999997,0.905,341,521
xruoxdpz,0.21,0.64,813,895
gvfvxxek,0.16899999999999996,0.681,85,1001
gypesepj,0.64,0.51,651,1577
tfdcuzuu,0.13700000000000004,0.713,87,1766
klmomhhu,0.351,0.499,452,1652
dbhcxyae,0.29600000000000004,0.854,556,1404
lbhpgozn,0.426,0.42400000000000004,559,1850
vqyvsvir,0.451,0.699,897,1236
tyolzbwc,0.829,0.021000000000000046,550,1256
pyvzsrkq,0.953,0.19700000000000004,78,1929
ytzlrowa,0.30500000000000005,0.845,604,1803
cgswcldk,0.03500000000000006,0.815,78,323
enxrqkpc,0.796,0.354,138,1529
ihctnelt,0.878,0.272,749,830
pnsdcjqc,0.06399999999999997,0.786,912,1257
ljoncfmf,0.161,0.989,750,777
vjtyhbrg,0.547,0.603,787,1251
qmcyleye,0.163,0.987,901,972
zhayvwlk,0.453,0.697,234,965
tstclgwf,0.7100000000000001,0.44,645,1174
eyoanjrs,0.659,0.19099999999999998,341,858
qtrbhnud,0.938,0,350,712
ivzbgihn,0.10500000000000001,0.745,851,1579
bzzeirzu,0.765,0.385,785,1023
incyghxn,0.467,0.6829999999999999,99,1440
wrxiipid,0.764,0.386,892,941
crfyupaj,0.8230000000000001,0.327,32,1766
qhmclrns,0.29000000000000004,0.86,172,1121
jpqlsekn,0.922,0.228,334,1702
yimuqysw,0.264,0.586,196,443
ityljfex,0,0.889,20,147
kpnuzemo,0.15700000000000006,0.693,392,1576
cpwnoxdc,0.06299999999999997,0.787,887,1655
hdrwtgmy,0.481,0.669,348,1949
sfclsgfp,0.391,0.759,213,1195
mwtvzmlx,0.421,0.42899999999999994,370,750
reihhlck,0,0.951,404,1198
nyxrnkyv,0.144,1.0,770,1530
owvnwsde,0.845,0.005000000000000032,41,1877
iefovyev,0.933,0.217,683,752
nikfhvnm,0.622,0.228,174,1749
mqkuhhkj,0.723,0.42700000000000005,908,1218
fgewewza,0.144,0.706,997,1601
ocbiytwo,0.595,0.555,710,1812
bfjbxbhy,0.07099999999999998,0.779,828,1108
xabrnyfm,0.879,0.271,916,1313
syhrqjdx,1.0,0.003,963,1823
soujoxjx,0.28900000000000003,0.861,669,1834
uepwegws,0.496,0.654,84,1562
cktvgayg,0,0.954,410,633
tjomxbap,0,0.886,573,1599
wtxlafox,0.364,0.486,891,1979
quebopqf,0.654,0.19599999999999998,622,1633
rvqydaiq,0.027,0.823,194,445
nzkvrefj,0.867,0.28300000000000003,195,863
llyvhmwj,0.469,0.381,713,1466
dzwlhibl,0.554,0.596,80,940
vzgmzyhh,0.9700000000000001,0.18,870,1769
yxvoybxj,0,0.987,366,1240
toysicny,0.474,0.376,661,1143
qzqobfad,0.037,1.0,897,1167
xdrcjitk,0.438,0.7120000000000001,268,422
mzdudyuk,0.765,0.385,639,971
xkxcqeis,0.199,0.6509999999999999,631,1202
ketvzwlb,0.24,0.91,649,1178
yvnplkuk,0.20700000000000005,0.943,391,1616
kkpkdxml,0.245,0.605,379,724
jeczfcpq,0.77,0.38,0,1306
umazhvks,0.94,0,754,981
kmtcxraa,0.259,0.591,112,1378
xqrfgkcc,0.317,0.533,177,1045
xfusbjmn,0.14600000000000005,0.704,427,1758
fvhcxweb,0,0.938,217,1374
azzcvqbt,0.95,0,877,1468
ixmksvkf,0.661,0.489,831,1220
jcqkazxo,0.691,0.4590000000000001,534,1920
momvysjx,0.04099999999999995,0.809,822,1217
ftrmggme,0.497,0.353,493,1236
wxxsdsux,1.0,0.108,492,1971
kfxhquyq,0.8069999999999999,0.043,174,1671
urnhjtpt,0.167,0.983,967,1519
uvbmrgwj,0.612,0.538,894,1572
ctoqqeyl,1.0,0.054,798,1893
maltiywd,0.847,0.003,430,1505
nqpowzlf,0.872,0.278,308,1372
othubsgd,0.158,0.692,903,1497
cijxddkq,0.71,0.44000000000000006,287,359
gtcobdne,0.92,0.22999999999999995,520,1750
vcqewrht,0.143,0.707,625,800
pdjcywmm,1.0,0.134,951,1159
qniedefh,0.13000000000000003,0.72,456,735
witdldep,0.347,0.503,538,859
upvcjlwx,0.824,0.326,488,603
ncoateol,0.799,0.351,653,905
anqcwpzf,0.528,0.622,583,1799
njnfjzyd,0.588,0.262,594,1023
ywlpfrha,0.075,0.775,662,1832
avnvgznj,0.789,0.361,893,1597
kncbepnw,0.844,0.006,851,1094
sxtltosr,0.259,0.891,697,1509
fiqdcsdw,1.0,0.01,187,213
ninpcsnr,0.031,0.819,577,682
siirvhxr,0.5640000000000001,0.586,491,1527
hjfumumb,0.609,0.241,611,1693
moztkpwm,0.845,0.30500000000000005,325,777
ipxhwzrj,0.46799999999999997,0.382,820,1872
cwqiupnb,0.46399999999999997,0.686,865,1441
qlbqsjzs,0.996,0.154,821,1604
jimkelvd,0.144,1.0,885,1663
kwfsrfof,0.208,0.9420000000000001,482,1820
ojiuenbn,0.065,1.0,558,1336
topgecwf,0.837,0.013,577,1819
wxpvrjsm,0.122,1.0,755,1483
cnrdtcqo,0.794,0.055999999999999966,345,648
szgsnjat,0.5850000000000001,0.565,115,1125
vzsiuytd,0.693,0.457,663,1634
uwlskcnk,0.391,0.759,760,1526
lrcclohv,0.0030000000000000304,0.847,610,982
ckyvgffi,0.962,0,359,1061
kjgnprkf,0.266,0.584,744,1056
qveutltt,0.494,0.656,686,1194
qlutqvdt,0.84,0.31000000000000005,329,642
sfyzlxtu,0.287,0.8630000000000001,959,1773
oavljuah,0.867,0,136,691
usemkomg,0.227,0.623,230,1005
dxhrxmxw,0.7979999999999999,0.052,812,1852
tipshjkd,0.05,0.7999999999999999,825,1332
lyofsmtl,0.153,0.997,573,1092
bkowsbmj,0.03,1.0,53,566
nptbrots,0.561,0.589,345,1525
jcvlegvr,0.653,0.497,695,1396
juyglhai,0.472,0.378,909,1550
hsehxisp,0.561,0.589,316,1801
sxlcqcku,0.086,0.764,272,1465
oqkrbohx,0.952,0,46,1605
ctmiqvef,0.601,0.249,916,1856
ronncbhd,0.524,0.626,535,893
ckdjexxb,0.651,0.499,646,1134
ifqocxjz,0.447,0.4029999999999999,321,778
cgzdmyxt,0.20299999999999999,0.647,21,1034
fzhqumwb,0.752,0.398,561,659
kolhkelo,1.0,0.069,672,1210
xlquazhj,0.006,1.0,859,1780
ndzomljj,0.138,1.0,158,770
znjvhznx,0.208,0.9420000000000001,547,739
pdfrpxdq,0.993,0.157,806,1827
ghokddfr,0.116,0.734,712,1856
wxftzult,0.295,0.8550000000000001,940,1941
ezuhptxz,0.171,0.6789999999999999,158,517
zkfdstiv,0.49,0.36,875,1891
khkkqesj,0.499,0.351,392,1968
xkleepfn,0.248,0.602,39,1137
asasilsl,0.49,0.66,65,1529
ttwtbeux,0.4049999999999999,0.445,381,1370
zfctgsib,0.703,0.147,72,1082
azlokzsp,0.475,0.375,275,1005
rylhcgzl,0.028,0.822,811,1300
hidjwfuu,1.0,0.076,541,1523
yzjythpy,0,0.952,701,811
zhmbxyql,0.83,0.32,707,1725
jgziketk,0.283,0.8670000000000001,843,1883
pgkmffao,0.341,0.809,985,1040
zsaqlzeb,0.13800000000000004,0.712,408,1897
fehteixo,0.361,0.489,123,483
giwezzni,0.947,0.20300000000000004,780,1700
rbhvwzdh,0.491,0.659,114,803
dogbcgwt,0.06599999999999998,0.784,923,1140
dtbyzvpv,0.315,0.8350000000000001,282,1001
jkyjgjiu,0.905,0.245,991,1594
inqcjwxu,0.424,0.42600000000000005,570,1979
dilqziry,0.828,0.322,895,1968
alwifmws,0.601,0.549,300,581
opitfkpe,0.89,0.26,736,1463
wubecljh,0.905,0.24499999999999997,524,1933
buldmolr,0.988,0.162,655,1198
hkobcngt,0.909,0,902,1280
dxgrmuir,0.927,0,385,1839
vdbikntz,0.44900000000000007,0.701,611,1014
palsdsge,0.45400000000000007,0.696,373,1819
rdaunbmx,0.134,0.716,179,1518
