name,elevation,aspect,time_in,time_out
aothcsao,0.48,0.331,513,1038
uovuuyti,0.494,0.889,489,737
puhwbmmi,0.374,0.311,777,795
nawztjno,0.517,0.231,594,1088
zpyraajv,0.429,0.003,817,1170
gacgbbvo,0.393,0.347,29,917
bmssvsrg,0.377,0.103,216,1018
zechbevx,0.535,0.989,864,1268
niyvsajx,0.454,0.853,841,1764
aqyiihrs,0.566,0.136,650,1201
rzbjfcik,0.54,0.156,949,1941
wldmlhnk,0.339,0.019,193,1895
uelyxygd,0.63,0.331,248,1824
bqhneqht,0.542,0.961,406,1352
eemrlewa,0.514,0.033,161,1506
ohhmmnke,0.458,0.956,297,1681
ioqyhnhu,0.316,0.219,741,1379
bczutqtl,0.624,0.633,941,1885
qiffkzvf,0.486,0.789,395,1616
krtiupia,0.489,0.311,50,869
lunowmjk,0.516,0.831,754,1564
ejfmwfxf,0.483,0.375,210,1522
vivypeiu,0.435,0.375,147,1913
utbamkxr,0.552,0.244,390,1457
xwgpynib,0.642,0.611,551,1130
htmlstun,0.494,0.006,753,1581
ysumdqko,0.339,0.094,663,1185
npgaspdi,0.655,0.264,662,683
qonptanl,0.534,0.803,167,1768
mxegxwdk,0.517,0.058,570,925
vkckyime,0.414,0.056,417,1887
bdmsxclq,0.625,0.586,671,811
tbahsaex,0.63,0.556,357,543
koiuodno,0.529,0.969,541,1677
wjgmixio,0.468,0.05,670,1280
pfythzsu,0.348,0.161,524,723
yupiihcc,0.32,0.117,322,821
suazlbix,0.584,0.481,67,750
lxfxxjes,0.619,0.444,886,1955
vuevicsv,0.529,0.292,281,796
idhwfvny,0.366,0.117,324,390
itkdtgoj,0.663,0.911,35,400
ngzkbxvi,0.581,0.614,770,827
djvxgwto,0.612,0.714,136,382
zisslvhi,0.501,0.767,457,1897
daiypama,0.575,0.544,438,866
fbcnarnp,0.588,0.525,720,1375
wrlxovuq,0.507,0.361,938,1780
foqnfphm,0.662,0.136,752,1293
rpxhglix,0.57,0.283,811,1159
hnyuhhqz,0.4,0.992,376,1142
teryprqa,0.658,0.042,866,1529
yhykvwcp,0.547,0.022,74,1775
xpoqxmyk,0.382,0.264,9,1535
xuuwmpjc,0.548,0.8,462,1964
hpnhczcb,0.489,0.183,311,327
yzebbbwv,0.662,0.125,438,1561
gbfabkdg,0.609,0.358,245,1080
rmcfjgla,0.448,0.889,646,736
wavfzpfm,0.594,0.078,281,888
syjogppa,0.511,0.239,858,1083
mldnprad,0.681,0.811,279,1852
pbbgwnzp,0.662,0.319,601,1433
xsqskpsh,0.603,0.081,835,1850
tkvcncxx,0.484,0.922,547,1167
phzoonga,0.33,0.297,768,1772
nogjmoob,0.596,0.5,908,1342
jnifgshq,0.624,0.989,560,1298
cvcqfwfh,0.568,0.481,977,1390
fqqewtga,0.431,0.456,514,575
seezkppm,0.662,0.322,799,1596
dmepklsi,0.433,0.367,214,1690
fjzjrzpa,0.328,0.25,343,1881
xremfwbl,0.579,0.128,514,1930
waybjhec,0.609,0.711,229,1915
kxormmpu,0.535,0.939,439,1134
kuanjmlh,0.438,0.353,199,1014
zpijktih,0.517,0.886,156,1244
ehrmtaye,0.686,0.125,963,1783
utrjjvkl,0.351,0.247,530,651
bhfhdvba,0.652,0.119,276,280
lgwcbcpu,0.562,0.522,350,1420
gcixkefh,0.436,0.183,473,800
wxtuhpfi,0.657,0.139,720,1148
hmpcjogk,0.529,0.383,690,1321
tmwuikki,0.516,0.175,138,1071
rayaejzm,0.423,0.125,101,1200
tescmcfm,0.67,0.064,671,1026
guuupaxl,0.563,0.594,512,970
rhvyaumm,0.576,0.897,160,1842
hsqcmhox,0.583,0.867,25,890
pslgbnqd,0.452,0.019,464,1738
nlovaxfa,0.693,0.156,772,1252
snlbmjpa,0.548,0.025,398,1341
cmnbllaj,0.671,0.028,525,637
wfdakxro,0.557,0.1,789,1186
lftmzqaq,0.563,0.464,96,1454
itelavdo,0.34,0.064,206,1101
ifsrjvvd,0.571,0.722,860,1421
dxtvlcme,0.547,0.142,160,727
jbwtmnqc,0.552,0.586,485,518
kzohdfrr,0.573,0.0,729,1974
efwyfksn,0.434,0.125,497,578
iubvfldi,0.573,0.464,775,1026
eypyptjj,0.514,0.061,969,1720
bssmtdyj,0.583,0.956,267,353
fkbdyutf,0.588,0.519,96,1259
eftwunql,0.522,0.775,420,907
bkylhxev,0.534,0.681,385,760
mqxdylno,0.542,0.556,942,1717
ufucxmnv,0.566,0.15,851,1590
glbjagrw,0.442,0.322,427,1590
afonbidt,0.374,0.989,145,1736
zuwefbho,0.693,0.906,667,832
bhxicqot,0.689,0.075,475,855
llzyzpwk,0.379,0.997,931,1314
dnomhvco,0.527,0.044,801,1848
ddlyuqwt,0.477,0.133,535,1540
udvvyabx,0.336,0.414,721,1845
ntofisqd,0.701,0.125,256,1604
mrwzaend,0.594,0.25,938,1052
rxbfjztj,0.548,0.167,482,1835
kofbmxwm,0.517,0.214,497,1896
radxtpqm,0.553,0.106,36,1364
oyddrkeg,0.589,0.639,416,1972
sacknswt,0.584,0.422,31,883
mehlkaiw,0.449,0.194,682,1163
rbchpxgq,0.54,0.903,110,1819
mhbzkbmr,0.67,0.35,913,1924
msccfqls,0.668,0.25,696,841
xotgignn,0.558,0.617,122,292
zsexuqjv,0.516,0.233,244,1423
wfurigfn,0.58,0.303,342,1532
ktuspcyk,0.576,0.236,314,666
dpmfzkok,0.681,0.219,552,769
oirztavr,0.573,0.375,114,1927
auvmlzni,0.357,0.136,68,1854
itzpdupj,0.701,0.356,669,1671
cgpznqvp,0.655,0.069,701,1838
bpcsalhq,0.51,0.969,305,686
abbrkttd,0.67,0.025,752,1330
xqssmvyi,0.558,0.722,959,1652
foctnzni,0.66,0.106,528,1873
dwfxfxte,0.568,0.489,770,951
bybiwgyu,0.527,0.4,631,1407
kvgjruej,0.562,0.486,528,1206
dyuqjajp,0.543,0.581,710,821
sqchlhil,0.568,0.397,587,1772
vpisgbhj,0.542,0.0,236,857
dqwulxrh,0.543,0.8,126,223
rfwrsgnh,0.55,0.8,116,258
tazcxvld,0.469,0.317,967,1415
hjutpnyk,0.463,0.875,436,1999
mkqrrqli,0.463,0.903,558,771
rslciomh,0.465,0.889,400,1745
lmkktbkw,0.532,0.45,651,1698
qfydrsat,0.575,0.375,300,775
ydsfbzpj,0.56,0.203,994,1598
hrulpnpy,0.517,0.15,754,1125
azcfirzs,0.331,0.125,973,1273
uplwjgup,0.563,0.2,562,1354
grewntus,0.599,0.108,345,1421
thbbvcoe,0.485,0.217,267,1569
ubuuvbrc,0.671,0.919,993,1823
otnoysiy,0.639,0.914,318,847
wvyxmann,0.345,0.986,469,1034
ldijugee,0.552,0.247,460,981
lwdkvlne,0.475,0.042,764,1794
fzdpmpzb,0.445,0.242,522,1848
bvmhybhj,0.648,0.911,477,1917
kdlzdzpi,0.566,0.792,349,1720
unhosogy,0.555,0.3,725,1742
csdjfayo,0.537,0.214,199,982
jmxdacek,0.475,0.989,107,823
dxlyikdj,0.468,0.294,156,159
rtvtvgoo,0.611,0.067,581,645
eulfbqsa,0.539,0.144,232,811
wvsibpka,0.527,0.725,765,1086
qfglkwpj,0.53,0.644,997,1680
nxmbsccm,0.56,0.714,166,850
dtfssmuq,0.358,0.867,937,1302
vzrmhoat,0.642,0.164,266,1355
vldacpch,0.473,0.042,69,1697
eeyjmaef,0.368,0.025,591,904
aegzrqaw,0.535,0.644,124,745
libwufdk,0.571,0.683,936,1043
ceqpzomy,0.477,0.261,326,1518
teksvlps,0.565,0.95,984,1535
targhwbl,0.658,0.164,34,791
zmjebefn,0.501,0.0,336,583
qppomwid,0.473,0.169,837,1619
udppexol,0.571,0.217,360,1067
ltvbksry,0.528,0.392,577,1283
tvnsdobd,0.405,0.114,264,1314
ofqffpqy,0.663,0.358,559,1673
byparfce,0.527,0.6,827,1580
tzqgpijh,0.655,0.2,205,551
bcfxzzwz,0.548,0.083,848,1582
sgwsddwz,0.537,0.278,664,672
yxukroxp,0.688,0.0,826,1652
lylsbhen,0.671,0.147,434,883
udiqnvya,0.522,0.656,835,1364
njuqmizd,0.508,0.978,769,1609
bmojycgu,0.522,0.706,235,717
fzhkcixq,0.471,0.125,609,1421
samnanvm,0.699,0.933,718,1683
huxtrawc,0.665,0.772,399,1638
yaflmnbk,0.547,0.172,303,1822
ojxupsos,0.537,0.658,38,1318
lhslcjba,0.596,0.781,671,1044
vmutdvmr,0.548,0.792,903,1495
kgvzomlm,0.466,0.114,428,1182
eayhtjyj,0.657,0.45,982,1730
mffilgsl,0.629,0.192,575,1962
vmbcjhqp,0.518,0.142,587,918
dbnlzvdl,0.662,0.339,746,1038
ziectxoo,0.583,0.225,215,1553
glmkudoe,0.552,0.697,777,1765
nlzqswqr,0.56,0.075,905,1138
hdcpxoee,0.547,0.111,927,1129
jcuokaqr,0.543,0.967,503,1525
mknugeyy,0.645,0.522,335,454
buorllxc,0.487,0.417,329,971
bmjdigjf,0.639,0.514,416,1753
izbedjmr,0.496,0.136,579,1370
hkxcolby,0.537,0.308,816,965
tcmexayt,0.476,0.306,286,489
mzlmlnon,0.704,0.236,724,1697
txgofsza,0.665,0.083,21,1620
fedjfaug,0.548,0.103,480,643
qcthhedm,0.571,0.767,611,675
oxbgxurx,0.575,0.781,110,843
drpmenfx,0.542,0.078,649,1024
ekhapopx,0.531,0.919,326,451
lytnzgrr,0.563,0.875,65,364
mywtszhr,0.56,0.803,219,1788
hfvjuvjp,0.515,0.142,121,785
grymemku,0.478,0.286,979,1248
isldufkr,0.54,0.353,641,813
hpowmpwd,0.485,0.264,94,1287
garttvgr,0.644,0.264,126,452
tapztjts,0.559,0.261,538,1996
uikwhzzi,0.588,0.125,496,981
kjzkaomz,0.612,0.169,839,1898
zkestxjw,0.593,0.064,637,1073
ifoutjkz,0.562,0.25,89,1600
cabdrvru,0.521,0.489,705,1150
acmkbarj,0.568,0.183,602,1803
fcdngceb,0.335,0.419,340,442
pcdjadcg,0.665,0.311,847,1528
jrqbbzwg,0.54,0.675,849,1372
mblvusgx,0.575,0.597,973,1466
khovigih,0.581,0.661,263,1398
ucujblrk,0.539,0.222,540,1657
eaqfdrvz,0.493,0.881,804,1528
cximjsbu,0.461,0.036,340,476
fbphrrcf,0.543,0.7,272,1727
gexxxvml,0.499,0.397,304,429
zgjuvxlt,0.581,0.147,383,1545
rhzvgtfk,0.53,0.392,134,602
xhuqmuiw,0.471,0.514,633,1067
xvexufng,0.457,0.419,374,1075
zrbubcco,0.45,0.4,713,1463
ahnfzpmq,0.428,0.325,306,868
xfuwmkvd,0.406,0.303,881,1475
dxxkzcrq,0.558,0.35,549,1359
powisxfb,0.458,0.411,633,1993
wxcykbyx,0.444,0.414,845,1302
bcgwdfha,0.442,0.411,94,940
kmzqviio,0.429,0.3,274,471
wkflmcjy,0.446,0.378,592,1716
toxnpupk,0.44,0.364,984,1806
fxcbthpi,0.437,0.369,127,723
vmxkixyk,0.429,0.325,212,1992
tmhxkjww,0.376,0.275,1000,1999
tpprgdnk,0.607,0.342,609,672
hunwpkpg,0.601,0.464,870,1015
lpqbeafq,0.52,0.333,28,199
cgbutnef,0.501,0.297,674,1368
iqdzhvbp,0.497,0.975,616,1404
yuikugxq,0.463,0.561,465,1599
frbifxom,0.432,0.353,466,1164
waulvlej,0.399,0.306,833,1617
feytqexe,0.603,0.539,117,1326
xoowmczr,0.596,0.464,935,1253
dzjjcmsp,0.573,0.392,104,1292
vlbplgez,0.547,0.161,748,1261
zkjawgxr,0.588,0.189,157,1933
ldilrbgh,0.422,0.361,682,707
vwlkfbfy,0.413,0.356,879,1199
bzcgzybp,0.401,0.331,802,1542
libcwgsr,0.599,0.281,641,1274
gleylsah,0.596,0.386,205,1020
bnovbooh,0.601,0.95,2,807
ikpgtlbf,0.543,0.136,321,818
tydauyra,0.423,0.342,138,1469
hkoqzqlc,0.409,0.358,448,1963
yamzevlf,0.381,0.225,801,936
iuopplob,0.601,0.125,639,1391
wisyfnfh,0.558,0.378,687,702
gphwrmnz,0.604,0.058,653,1106
xuumzuvy,0.43,0.356,867,1906
fvvibaew,0.39,0.239,968,1395
ljxnlvwq,0.421,0.319,869,1788
tczxlrph,0.407,0.3,370,1461
xzxssijp,0.398,0.197,100,555
aqrwkcei,0.403,0.139,9,1987
agixbsgr,0.596,0.222,331,661
lqbfhxza,0.5,0.347,600,1761
nigihxmf,0.498,0.453,328,1309
glamtpvl,0.594,0.156,281,1470
drjifmrb,0.507,0.975,468,1581
irifdtel,0.411,0.064,334,716
yrfsksyp,0.409,0.025,347,868
zmfcgoso,0.41,0.025,554,1958
mgyhzuqn,0.49,0.333,555,881
lmrlttsf,0.467,0.239,607,991
rtsrkpkv,0.622,0.206,152,1229
qipzuice,0.568,0.017,606,1148
gljtxurn,0.422,0.25,707,1789
lssuxisp,0.566,0.783,14,1045
xbcwzokj,0.573,0.086,215,1233
lariistf,0.53,0.325,291,1892
emgeakdx,0.543,0.717,365,1222
snrxlzcf,0.598,0.75,779,1755
dpghksfq,0.56,0.208,1000,1923
qwinhyct,0.528,0.225,993,1738
rjkdedrn,0.449,0.083,251,1188
vfimvrmm,0.429,0.431,120,748
wlaoapbu,0.535,0.875,815,1965
xefrbgzc,0.456,0.264,392,1796
nwwoivkv,0.399,0.214,983,1019
ffhubcsc,0.446,0.344,844,1678
hlrnwsng,0.524,0.125,608,1339
douxgbzo,0.461,0.181,139,1227
mqbfycjg,0.428,0.564,154,484
baevdtgv,0.555,0.939,279,1172
ahnftfki,0.44,0.361,845,1170
sevoehgt,0.532,0.358,890,1383
ryjddhfh,0.467,0.281,791,1277
nlhuesop,0.603,0.25,948,1587
wtszxpyk,0.591,0.675,872,1904
symlwcnh,0.515,0.089,582,632
vywkyzas,0.611,0.5,20,1135
fndpdxmg,0.377,0.367,743,1882
cizvmrjt,0.56,0.375,915,1308
qlblklpi,0.547,0.981,287,848
elctxfax,0.457,0.225,859,1371
gnyvsvwz,0.599,0.25,891,1212
dqzlknzv,0.603,0.125,702,1266
aacnhacz,0.442,0.483,944,1470
mwjsfdur,0.409,0.464,436,1631
fehihtjg,0.354,0.389,704,1975
gquxuopi,0.44,0.394,827,1216
rbvxvgqi,0.571,0.742,855,1388
clpvlwsc,0.578,0.014,133,956
lcyhjapm,0.363,0.953,160,1474
jndynqiq,0.522,0.289,589,1634
ixkascrk,0.594,0.431,465,1549
uupyzvss,0.525,0.589,415,1155
mhvsmetb,0.526,0.55,133,953
pdkypbaz,0.576,0.3,579,1709
pomvpiuh,0.57,0.189,416,688
gqpqdoaq,0.576,0.731,642,1753
jnhfktzr,0.575,0.067,640,851
uzxembil,0.573,0.05,2,1270
dznderri,0.586,0.225,190,1200
ezjssdjs,0.54,0.8,119,427
hirdhtrq,0.545,0.769,493,1360
owzvhicq,0.585,0.897,577,1494
wqyoimuv,0.521,0.875,522,872
psqeehax,0.537,0.267,355,1368
oflvxafp,0.525,0.2,302,1109
xjjbqcde,0.525,0.0,764,1049
oroyihoj,0.521,0.5,302,1611
fajrsunv,0.504,0.397,844,1525
nuyritty,0.594,0.989,185,635
onmppnsy,0.379,0.042,619,1414
pewimjhj,0.57,0.944,556,1378
utlkzbmj,0.552,0.767,47,479
nljnebue,0.45,0.444,713,1396
bhdqpqky,0.394,0.025,295,856
eaeifhii,0.584,0.603,481,825
eijqijva,0.552,0.336,428,1414
hlznhnkk,0.53,0.325,476,1648
upgevmpe,0.416,0.953,470,615
wqsmbmpr,0.401,0.008,394,1765
hpvdided,0.548,0.653,603,1651
pcsmabnz,0.547,0.333,251,1069
pmnaptbp,0.514,0.344,572,1300
nuenbyns,0.578,0.939,268,1967
orhllrel,0.568,0.172,85,1146
omflvpep,0.553,0.394,549,1602
gyqayeaj,0.562,0.131,714,934
vtszivag,0.44,0.864,117,678
hfastyze,0.562,0.014,172,1893
xozezdty,0.529,0.675,749,1492
dviefcha,0.594,0.375,562,895
ufamzvkz,0.446,0.75,886,1030
nttkqadn,0.416,0.883,287,1226
zehuzzzo,0.37,0.247,320,433
kwhxtazg,0.53,0.733,959,1354
wewhaeyd,0.558,0.703,534,1788
khqalkys,0.379,0.231,250,404
lzmjskbu,0.358,0.256,621,801
taoqmoun,0.54,0.053,60,660
ippggdvr,0.528,0.125,589,656
rsezlpwv,0.453,0.114,235,894
qudzzeog,0.463,0.967,23,1778
nwdnfajf,0.496,0.3,251,651
ivdngsfe,0.53,0.656,855,1132
pkjkoegu,0.568,0.647,469,1275
jgdbpwnz,0.479,0.089,14,676
sovaizto,0.537,0.05,262,1671
mxinqmwh,0.484,0.031,716,800
muheoaax,0.468,0.131,877,1453
cefgzsyi,0.451,0.172,99,1282
wahjmzjy,0.421,0.211,236,1070
cnsuywuv,0.571,0.661,159,763
hjvylpon,0.42,0.458,260,727
ypvsvyla,0.436,0.219,19,1205
jogomhrq,0.398,0.228,682,1607
xrejwyqs,0.393,0.128,226,1533
fpckshfn,0.57,0.7,933,1660
bijmftod,0.498,0.078,567,1656
brksyskl,0.475,0.175,746,1721
ndwqkvsk,0.387,0.261,969,1395
wncxdwrr,0.365,0.422,56,245
euitpxhf,0.476,0.233,516,1248
ssfkpsbc,0.534,0.578,711,1463
bofnustx,0.49,0.197,218,1985
swdqrffg,0.415,0.497,243,1370
cqzzywcl,0.578,0.183,390,1236
mktejzru,0.568,0.172,297,309
xzpnerza,0.54,0.442,718,1939
yqiycjem,0.535,0.361,916,1161
ogwzkekm,0.496,0.297,150,365
mboledoa,0.545,0.339,142,1589
okncbsdo,0.369,0.092,441,1611
cfseuunr,0.54,0.125,510,1610
fpbzmnzh,0.473,0.122,326,1542
bbbgiaoo,0.608,0.144,676,1450
bairoxem,0.537,0.15,131,236
yooxsjnm,0.505,0.081,426,1543
olezmprd,0.503,0.356,12,1347
eonpttiv,0.544,0.978,312,1004
yqmcdjkr,0.581,0.069,451,1866
sfsofedw,0.58,0.136,259,1885
zbovoiys,0.502,0.536,321,1022
kjtkhwxv,0.56,0.433,491,1341
rbgywcad,0.543,0.175,13,962
umjsmwbe,0.38,0.019,504,556
ebhgzaei,0.555,0.333,907,1271
dngdbbki,0.438,0.258,20,1301
zekienrn,0.435,0.231,198,607
stjzqugf,0.452,0.528,988,1267
zsrnheda,0.532,0.75,343,789
hycfzykt,0.534,0.169,811,1009
exvikgwf,0.552,0.961,247,426
ooitrzzy,0.383,0.508,278,1983
pcmrjkcw,0.529,0.297,877,1729
dirhicae,0.393,0.958,305,1164
riuajddx,0.393,0.125,340,1020
lhqdsnbx,0.583,0.067,115,1108
iuouimpw,0.396,0.111,317,1651
ivvpltuu,0.539,0.642,114,862
mavjdryc,0.477,0.353,235,868
kykyastv,0.379,0.956,714,1008
vgxgohlf,0.547,0.781,74,797
ctpamvty,0.555,0.794,47,949
cofylgps,0.567,0.633,159,1787
rhllkguf,0.559,0.344,61,170
cazsbotc,0.469,0.364,338,1538
sujhugfz,0.548,0.864,110,984
yefxedjb,0.529,0.486,430,778
nmwjwrmu,0.481,0.2,23,1637
yqjpczbq,0.468,0.497,906,1376
ichcdkwq,0.401,0.739,971,1056
mywwckqp,0.467,0.331,395,1916
diamzucj,0.559,0.875,989,1598
fewennxs,0.474,0.319,31,914
vlgjmpri,0.625,0.242,825,1242
gwlqxvis,0.625,0.147,305,716
jbnuylkn,0.467,0.303,323,1441
esndpczf,0.458,0.336,894,1771
gxkkeplp,0.627,0.039,645,1775
hkhqfcsg,0.53,0.947,261,1252
ldpiqpmk,0.449,0.358,329,574
qyxbmbjc,0.547,0.114,323,1853
fgrrboih,0.453,0.253,283,844
ehutfggq,0.447,0.303,337,1002
gkbkqdbl,0.443,0.339,193,795
ifrlrxyy,0.439,0.383,463,915
xviyfphl,0.548,0.433,102,151
qspdbztt,0.402,0.383,232,1525
eqepetrd,0.565,0.192,521,1221
rpsyiydq,0.553,0.2,73,789
mlfjhdxy,0.402,0.328,404,1798
luktpiaq,0.371,0.178,730,825
zoexwznh,0.542,0.197,580,1834
atpipwhn,0.43,0.25,276,1686
exyqzxrs,0.418,0.467,540,1109
bmcmcveo,0.405,0.086,324,1942
vruyqnty,0.447,0.286,636,1869
ydlwwcwm,0.431,0.281,247,1722
gyhaslni,0.414,0.394,936,1138
cttocvkd,0.409,0.331,526,1123
bfadvgvx,0.376,0.375,708,1884
dsjqsvhv,0.424,0.381,32,1900
rnxcszjp,0.425,0.897,434,1064
ycnbmtpu,0.409,0.183,818,1022
muqrxero,0.671,0.194,392,580
siizoqfy,0.415,0.333,636,1088
esidmqll,0.413,0.031,465,1023
zjdjxyfa,0.413,0.964,903,1932
cdsgyqcs,0.428,0.914,498,1145
tepogxtf,0.454,0.106,876,1611
xzpkeoxy,0.418,0.281,828,841
lvuerkyd,0.416,0.097,985,1768
hxoyftqe,0.455,0.019,170,272
aqznghec,0.468,0.35,124,670
lffbqhkl,0.441,0.922,915,1892
wmbnoipz,0.575,0.661,145,1272
hrokexce,0.553,0.233,382,1262
sfwtxmaa,0.462,0.922,150,717
wzotsecj,0.461,0.156,671,1582
vkvnfjat,0.458,0.111,264,817
hjznieif,0.461,0.108,971,1717
lgxcnptf,0.367,0.019,704,762
deexhnta,0.645,0.333,24,1960
sfyyvsyw,0.593,0.958,95,1251
netvgcwj,0.53,0.211,64,1891
qewszzmz,0.464,0.144,257,1810
xlrgogog,0.461,0.036,491,758
bombbmnc,0.461,0.972,90,696
uolwnarx,0.507,0.219,583,1030
ghaekvtr,0.469,0.075,614,996
xpzyzgkl,0.466,0.15,10,1182
fljvwxna,0.455,0.297,283,1358
qdrbsrrn,0.43,0.133,691,1255
aqgszmta,0.452,0.992,807,1167
fechimlf,0.576,0.203,157,991
goieltph,0.548,0.181,639,849
juakljmx,0.645,0.375,904,1558
kefkcdie,0.475,0.311,339,1777
lpuuqtrc,0.476,0.978,644,1768
mfhulhiq,0.673,0.167,37,1032
ygkxapib,0.517,0.133,44,1339
ghwltswr,0.532,0.814,917,959
xfvminwn,0.485,0.978,288,379
wrdqccpu,0.37,0.908,611,1173
lfnklvpc,0.557,0.967,481,1581
yydbstxo,0.488,0.967,827,959
xtvkjmyo,0.476,0.117,374,924
rgvzqddh,0.413,0.392,695,1392
dvmtxeik,0.377,0.108,884,1504
nltmgcib,0.394,0.65,693,951
ezuscurn,0.404,0.264,490,869
ngisaqbr,0.542,0.847,510,1262
xomxmovu,0.556,0.944,177,665
lhnugify,0.482,0.856,444,1410
zatkcvcs,0.401,0.167,933,1421
rtvnaaod,0.414,0.939,662,1044
taqfmeeo,0.622,0.236,626,653
zkppvbzh,0.588,0.139,120,1674
rxjpmmhf,0.412,0.078,867,1834
kjbfyrvs,0.509,0.953,763,1758
purgfeei,0.472,0.994,539,1214
ncmpivze,0.55,0.108,292,1716
qadmmnea,0.516,0.056,295,342
